trait_id,trait_label,mapped_id,mapped_label
PPO:0002375,unopened microsporangiate strobilus present,PPO:0002324,reproductive shoot system present
PPO:0002375,unopened microsporangiate strobilus present,PPO:0002346,strobilus present
PPO:0002375,unopened microsporangiate strobilus present,PPO:0002347,microsporangiate strobilus present
PPO:0002375,unopened microsporangiate strobilus present,PPO:0002348,non-senesced microsporangiate strobilus present
PPO:0002375,unopened microsporangiate strobilus present,PPO:0002375,unopened microsporangiate strobilus present
PPO:0002376,senesced microsporangiate strobilus present,PPO:0002300,plant structure present
PPO:0002376,senesced microsporangiate strobilus present,PPO:0002323,reproductive structure present
PPO:0002376,senesced microsporangiate strobilus present,PPO:0002324,reproductive shoot system present
PPO:0002376,senesced microsporangiate strobilus present,PPO:0002346,strobilus present
PPO:0002376,senesced microsporangiate strobilus present,PPO:0002347,microsporangiate strobilus present
PPO:0002376,senesced microsporangiate strobilus present,PPO:0002376,senesced microsporangiate strobilus present
PPO:0002377,developing fruit present,PPO:0002300,plant structure present
PPO:0002377,developing fruit present,PPO:0002323,reproductive structure present
PPO:0002377,developing fruit present,PPO:0002342,simple fruit or compound fruit present
PPO:0002377,developing fruit present,PPO:0002377,developing fruit present
PPO:0002378,dehiscing ripe fruit present,PPO:0002300,plant structure present
PPO:0002378,dehiscing ripe fruit present,PPO:0002323,reproductive structure present
PPO:0002378,dehiscing ripe fruit present,PPO:0002342,simple fruit or compound fruit present
PPO:0002378,dehiscing ripe fruit present,PPO:0002345,ripe fruit present
PPO:0002378,dehiscing ripe fruit present,PPO:0002378,dehiscing ripe fruit present
PPO:0002379,senescing fruit present,PPO:0002300,plant structure present
PPO:0002379,senescing fruit present,PPO:0002323,reproductive structure present
PPO:0002379,senescing fruit present,PPO:0002342,simple fruit or compound fruit present
PPO:0002379,senescing fruit present,PPO:0002379,senescing fruit present
PPO:0002380,dehisced senescing fruit present,PPO:0002300,plant structure present
PPO:0002380,dehisced senescing fruit present,PPO:0002323,reproductive structure present
PPO:0002380,dehisced senescing fruit present,PPO:0002342,simple fruit or compound fruit present
PPO:0002380,dehisced senescing fruit present,PPO:0002379,senescing fruit present
PPO:0002380,dehisced senescing fruit present,PPO:0002380,dehisced senescing fruit present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002300,plant structure present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002323,reproductive structure present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002324,reproductive shoot system present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002346,strobilus present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002351,megasporangiate strobilus present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002352,non-senesced megasporangiate strobilus present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002371,open megasporangiate strobilus present
PPO:0002381,immature pre-fertilization megasporangiate strobilus present,PPO:0002381,immature pre-fertilization megasporangiate strobilus present
PPO:0002382,breaking flower bud present,PPO:0002300,plant structure present
PPO:0002382,breaking flower bud present,PPO:0002323,reproductive structure present
PPO:0002382,breaking flower bud present,PPO:0002324,reproductive shoot system present
PPO:0002382,breaking flower bud present,PPO:0002382,breaking flower bud present
PPO:0002382,breaking flower bud present,PPO:0002384,reproductive bud present
PPO:0002382,breaking flower bud present,PPO:0002385,flower bud present
PPO:0002382,breaking flower bud present,PPO:0002392,non-dormant reproductive bud present
PPO:0002382,breaking flower bud present,PPO:0002393,non-dormant flower bud present
PPO:0002383,breaking inflorescence bud present,PPO:0002300,plant structure present
PPO:0002383,breaking inflorescence bud present,PPO:0002323,reproductive structure present
PPO:0002383,breaking inflorescence bud present,PPO:0002324,reproductive shoot system present
PPO:0002383,breaking inflorescence bud present,PPO:0002383,breaking inflorescence bud present
PPO:0002383,breaking inflorescence bud present,PPO:0002384,reproductive bud present
PPO:0002383,breaking inflorescence bud present,PPO:0002386,inflorescence bud present
PPO:0002383,breaking inflorescence bud present,PPO:0002392,non-dormant reproductive bud present
PPO:0002383,breaking inflorescence bud present,PPO:0002394,non-dormant inflorescence bud present
PPO:0002384,reproductive bud present,PPO:0002300,plant structure present
PPO:0002384,reproductive bud present,PPO:0002323,reproductive structure present
PPO:0002384,reproductive bud present,PPO:0002324,reproductive shoot system present
PPO:0002384,reproductive bud present,PPO:0002384,reproductive bud present
PPO:0002385,flower bud present,PPO:0002300,plant structure present
PPO:0002385,flower bud present,PPO:0002323,reproductive structure present
PPO:0002385,flower bud present,PPO:0002324,reproductive shoot system present
PPO:0002385,flower bud present,PPO:0002384,reproductive bud present
PPO:0002385,flower bud present,PPO:0002385,flower bud present
PPO:0002386,inflorescence bud present,PPO:0002300,plant structure present
PPO:0002386,inflorescence bud present,PPO:0002323,reproductive structure present
PPO:0002386,inflorescence bud present,PPO:0002324,reproductive shoot system present
PPO:0002386,inflorescence bud present,PPO:0002384,reproductive bud present
PPO:0002386,inflorescence bud present,PPO:0002386,inflorescence bud present
PPO:0002387,senesced megasporangiate strobilus present,PPO:0002300,plant structure present
PPO:0002387,senesced megasporangiate strobilus present,PPO:0002323,reproductive structure present
PPO:0002387,senesced megasporangiate strobilus present,PPO:0002324,reproductive shoot system present
PPO:0002387,senesced megasporangiate strobilus present,PPO:0002346,strobilus present
PPO:0002387,senesced megasporangiate strobilus present,PPO:0002351,megasporangiate strobilus present
PPO:0002387,senesced megasporangiate strobilus present,PPO:0002387,senesced megasporangiate strobilus present
PPO:0002388,senesced fruit present,PPO:0002300,plant structure present
PPO:0002388,senesced fruit present,PPO:0002323,reproductive structure present
PPO:0002388,senesced fruit present,PPO:0002342,simple fruit or compound fruit present
PPO:0002388,senesced fruit present,PPO:0002388,senesced fruit present
PPO:0002389,dormant reproductive bud present,PPO:0002300,plant structure present
PPO:0002389,dormant reproductive bud present,PPO:0002323,reproductive structure present
PPO:0002389,dormant reproductive bud present,PPO:0002324,reproductive shoot system present
PPO:0002389,dormant reproductive bud present,PPO:0002384,reproductive bud present
PPO:0002389,dormant reproductive bud present,PPO:0002389,dormant reproductive bud present
PPO:0002390,dormant flower bud present,PPO:0002300,plant structure present
PPO:0002390,dormant flower bud present,PPO:0002323,reproductive structure present
PPO:0002390,dormant flower bud present,PPO:0002324,reproductive shoot system present
PPO:0002390,dormant flower bud present,PPO:0002384,reproductive bud present
PPO:0002390,dormant flower bud present,PPO:0002385,flower bud present
PPO:0002390,dormant flower bud present,PPO:0002389,dormant reproductive bud present
PPO:0002390,dormant flower bud present,PPO:0002390,dormant flower bud present
PPO:0002391,dormant inflorescence bud present,PPO:0002300,plant structure present
PPO:0002391,dormant inflorescence bud present,PPO:0002323,reproductive structure present
PPO:0002391,dormant inflorescence bud present,PPO:0002324,reproductive shoot system present
PPO:0002391,dormant inflorescence bud present,PPO:0002384,reproductive bud present
PPO:0002391,dormant inflorescence bud present,PPO:0002386,inflorescence bud present
PPO:0002391,dormant inflorescence bud present,PPO:0002389,dormant reproductive bud present
PPO:0002391,dormant inflorescence bud present,PPO:0002391,dormant inflorescence bud present
PPO:0002392,non-dormant reproductive bud present,PPO:0002300,plant structure present
PPO:0002392,non-dormant reproductive bud present,PPO:0002323,reproductive structure present
PPO:0002392,non-dormant reproductive bud present,PPO:0002324,reproductive shoot system present
PPO:0002392,non-dormant reproductive bud present,PPO:0002384,reproductive bud present
PPO:0002392,non-dormant reproductive bud present,PPO:0002392,non-dormant reproductive bud present
PPO:0002393,non-dormant flower bud present,PPO:0002300,plant structure present
PPO:0002393,non-dormant flower bud present,PPO:0002323,reproductive structure present
PPO:0002393,non-dormant flower bud present,PPO:0002324,reproductive shoot system present
PPO:0002393,non-dormant flower bud present,PPO:0002384,reproductive bud present
PPO:0002393,non-dormant flower bud present,PPO:0002385,flower bud present
PPO:0002393,non-dormant flower bud present,PPO:0002392,non-dormant reproductive bud present
PPO:0002393,non-dormant flower bud present,PPO:0002393,non-dormant flower bud present
PPO:0002394,non-dormant inflorescence bud present,PPO:0002300,plant structure present
PPO:0002394,non-dormant inflorescence bud present,PPO:0002323,reproductive structure present
PPO:0002394,non-dormant inflorescence bud present,PPO:0002324,reproductive shoot system present
PPO:0002394,non-dormant inflorescence bud present,PPO:0002384,reproductive bud present
PPO:0002394,non-dormant inflorescence bud present,PPO:0002386,inflorescence bud present
PPO:0002394,non-dormant inflorescence bud present,PPO:0002392,non-dormant reproductive bud present
PPO:0002394,non-dormant inflorescence bud present,PPO:0002394,non-dormant inflorescence bud present
PPO:0002600,new vegetative shoot system absent,PPO:0002600,new vegetative shoot system absent
PPO:0002601,new above-ground shoot-borne vegetative shoot system absent,PPO:0002601,new above-ground shoot-borne vegetative shoot system absent
PPO:0002602,new vegetative shoot system emerging from ground absent,PPO:0002602,new vegetative shoot system emerging from ground absent
PPO:0002603,new vegetative shoot system emerging from ground in first growth cycle absent,PPO:0002603,new vegetative shoot system emerging from ground in first growth cycle absent
PPO:0002604,seedling absent,PPO:0002604,seedling absent
PPO:0002605,new vegetative shoot system emerging from ground in later growth cycle absent,PPO:0002605,new vegetative shoot system emerging from ground in later growth cycle absent
PPO:0002606,vegetative bud absent,PPO:0002606,vegetative bud absent
PPO:0002607,dormant vegetative bud absent,PPO:0002607,dormant vegetative bud absent
PPO:0002608,non-dormant vegetative bud absent,PPO:0002608,non-dormant vegetative bud absent
PPO:0002609,swelling vegetative bud absent,PPO:0002609,swelling vegetative bud absent
PPO:0002610,breaking vegetative bud absent,PPO:0002610,breaking vegetative bud absent
PPO:0002611,vascular leaf absent,PPO:0002611,vascular leaf absent
PPO:0002612,true leaf absent,PPO:0002612,true leaf absent
PPO:0002613,unfolding true leaf absent,PPO:0002613,unfolding true leaf absent
PPO:0002614,unfolded true leaf absent,PPO:0002614,unfolded true leaf absent
PPO:0002615,non-senescing unfolded true leaf absent,PPO:0002615,non-senescing unfolded true leaf absent
PPO:0002616,senescing true leaf absent,PPO:0002616,senescing true leaf absent
PPO:0002617,immature unfolded true leaf absent,PPO:0002617,immature unfolded true leaf absent
PPO:0002618,mature true leaf absent,PPO:0002618,mature true leaf absent
PPO:0002619,expanding unfolded true leaf absent,PPO:0002619,expanding unfolded true leaf absent
PPO:0002620,expanded immature true leaf absent,PPO:0002620,expanded immature true leaf absent
PPO:0002621,expanding true leaf absent,PPO:0002621,expanding true leaf absent
PPO:0002622,reproductive structure absent,PPO:0002622,reproductive structure absent
PPO:0002623,reproductive shoot system absent,PPO:0002623,reproductive shoot system absent
PPO:0002624,non-senesced reproductive shoot system absent,PPO:0002624,non-senesced reproductive shoot system absent
PPO:0002625,unopened reproductive shoot system absent,PPO:0002625,unopened reproductive shoot system absent
PPO:0002626,open reproductive shoot system absent,PPO:0002626,open reproductive shoot system absent
PPO:0002627,pollen-releasing reproductive shoot system absent,PPO:0002627,pollen-releasing reproductive shoot system absent
PPO:0002628,senesced reproductive shoot system absent,PPO:0002628,senesced reproductive shoot system absent
PPO:0002629,flower absent,PPO:0002629,flower absent
PPO:0002630,non-senesced flower absent,PPO:0002630,non-senesced flower absent
PPO:0002631,unopened flower absent,PPO:0002631,unopened flower absent
PPO:0002632,open flower absent,PPO:0002632,open flower absent
PPO:0002633,pollen-releasing flower absent,PPO:0002633,pollen-releasing flower absent
PPO:0002634,senesced flower absent,PPO:0002634,senesced flower absent
PPO:0002635,inflorescence absent,PPO:0002635,inflorescence absent
PPO:0002636,non-senesced inflorescence absent,PPO:0002636,non-senesced inflorescence absent
PPO:0002637,unopened inflorescence absent,PPO:0002637,unopened inflorescence absent
PPO:0002638,open inflorescence absent,PPO:0002638,open inflorescence absent
PPO:0002639,pollen-releasing inflorescence absent,PPO:0002639,pollen-releasing inflorescence absent
PPO:0002640,senesced inflorescence absent,PPO:0002640,senesced inflorescence absent
PPO:0002641,simple fruit or compound fruit absent,PPO:0002641,simple fruit or compound fruit absent
PPO:0002642,ripening fruit absent,PPO:0002642,ripening fruit absent
PPO:0002643,unripe fruit absent,PPO:0002643,unripe fruit absent
PPO:0002644,ripe fruit absent,PPO:0002644,ripe fruit absent
PPO:0002645,strobilus absent,PPO:0002645,strobilus absent
PPO:0002646,microsporangiate strobilus absent,PPO:0002646,microsporangiate strobilus absent
PPO:0002647,non-senesced microsporangiate strobilus absent,PPO:0002647,non-senesced microsporangiate strobilus absent
PPO:0002648,open microsporangiate strobilus absent,PPO:0002648,open microsporangiate strobilus absent
PPO:0002649,pollen-releasing microsporangiate strobilus absent,PPO:0002649,pollen-releasing microsporangiate strobilus absent
PPO:0002650,megasporangiate strobilus absent,PPO:0002650,megasporangiate strobilus absent
PPO:0002651,non-senesced megasporangiate strobilus absent,PPO:0002651,non-senesced megasporangiate strobilus absent
PPO:0002652,ripening megasporangiate strobilus absent,PPO:0002652,ripening megasporangiate strobilus absent
PPO:0002653,unopened megasporangiate strobilus absent,PPO:0002653,unopened megasporangiate strobilus absent
PPO:0002654,ripe megasporangiate strobilus absent,PPO:0002654,ripe megasporangiate strobilus absent
PPO:0002655,abscised plant structure absent,PPO:0002655,abscised plant structure absent
PPO:0002656,abscised leaf absent,PPO:0002656,abscised leaf absent
PPO:0002657,abscised fruit absent,PPO:0002657,abscised fruit absent
PPO:0002658,abscised megasporangiate strobilus absent,PPO:0002658,abscised megasporangiate strobilus absent
PPO:0002659,non-vascular leaf absent,PPO:0002659,non-vascular leaf absent
PPO:0002660,open pistillate flower absent,PPO:0002660,open pistillate flower absent
PPO:0002661,open staminate flower absent,PPO:0002661,open staminate flower absent
PPO:0002662,unopened staminate flower absent,PPO:0002662,unopened staminate flower absent
PPO:0002663,unopened pistillate flower absent,PPO:0002663,unopened pistillate flower absent
PPO:0002664,non-senesced staminate flower absent,PPO:0002664,non-senesced staminate flower absent
PPO:0002665,non-senesced pistillate flower absent,PPO:0002665,non-senesced pistillate flower absent
PPO:0002666,senesced staminate flower absent,PPO:0002666,senesced staminate flower absent
PPO:0002667,senesced pistillate flower absent,PPO:0002667,senesced pistillate flower absent
PPO:0002668,pollen-releasing staminate flower absent,PPO:0002668,pollen-releasing staminate flower absent
PPO:0002669,senesced true leaf absent,PPO:0002669,senesced true leaf absent
PPO:0002670,open megasporangiate strobilus absent,PPO:0002670,open megasporangiate strobilus absent
PPO:0002671,immature post-fertilization megasporangiate strobilus absent,PPO:0002671,immature post-fertilization megasporangiate strobilus absent
PPO:0002672,mature megasporangiate strobilus absent,PPO:0002672,mature megasporangiate strobilus absent
PPO:0002673,dehisced megasporangiate strobilus absent,PPO:0002673,dehisced megasporangiate strobilus absent
PPO:0002674,unopened microsporangiate strobilus absent,PPO:0002674,unopened microsporangiate strobilus absent
PPO:0002675,senesced microsporangiate strobilus absent,PPO:0002675,senesced microsporangiate strobilus absent
PPO:0002676,developing fruit absent,PPO:0002676,developing fruit absent
PPO:0002677,dehiscing ripe fruit absent,PPO:0002677,dehiscing ripe fruit absent
PPO:0002678,senescing fruit absent,PPO:0002678,senescing fruit absent
PPO:0002679,dehisced senescing fruit absent,PPO:0002679,dehisced senescing fruit absent
PPO:0002680,immature pre-fertilization megasporangiate strobilus absent,PPO:0002680,immature pre-fertilization megasporangiate strobilus absent
PPO:0002681,breaking flower bud absent,PPO:0002681,breaking flower bud absent
PPO:0002682,breaking inflorescence bud absent,PPO:0002682,breaking inflorescence bud absent
PPO:0002683,reproductive bud absent,PPO:0002683,reproductive bud absent
PPO:0002684,flower bud absent,PPO:0002684,flower bud absent
PPO:0002685,inflorescence bud absent,PPO:0002685,inflorescence bud absent
PPO:0002686,senesced megasporangiate strobilus absent,PPO:0002686,senesced megasporangiate strobilus absent
PPO:0002687,senesced fruit absent,PPO:0002687,senesced fruit absent
PPO:0002688,dormant reproductive bud absent,PPO:0002688,dormant reproductive bud absent
PPO:0002689,dormant flower bud absent,PPO:0002689,dormant flower bud absent
PPO:0002690,dormant inflorescence bud absent,PPO:0002690,dormant inflorescence bud absent
PPO:0002691,non-dormant reproductive bud absent,PPO:0002691,non-dormant reproductive bud absent
PPO:0002692,non-dormant flower bud absent,PPO:0002692,non-dormant flower bud absent
PPO:0002693,non-dormant inflorescence bud absent,PPO:0002693,non-dormant inflorescence bud absent
