dataSource,scientificName,trait,family,year,dayOfYear,latitude,longitude,observedMetadataUrl,occurrenceID,genus,date,recordedBy,coordinateUncertaintyInMeters,modelUri,accuracyExcludingUncertainFamily,ObservedImageUrl,verbatimTrait,annotation_method
iNaturalist,Diospyros salicifolia,green leaves present,Ebenaceae,2009,83,18.3283820724,-88.1836283796,https://www.inaturalist.org/observations/01439f4d-0784-4817-9fbf-439774839838,01439f4d-0784-4817-9fbf-439774839838,Diospyros,2009-03-24,1438699,61,10.57967/hf/5785,0.9945652173913044,https://www.inaturalist.org/photos/51821937,green leaves,machine
iNaturalist,Rubus swinhoei,green leaves present,Rosaceae,2011,165,25.1103611111,121.58625,https://www.inaturalist.org/observations/014525ec-e3d9-4654-98c6-9214778a25eb,014525ec-e3d9-4654-98c6-9214778a25eb,Rubus,2011-06-14,5114099,NA,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/187478090,green leaves,machine
iNaturalist,Rubus idaeus strigosus,green leaves present,Rosaceae,2010,188,41.8401370807,-88.0757403374,https://www.inaturalist.org/observations/01466baf-2492-42a3-beaf-9c1179bf29c0,01466baf-2492-42a3-beaf-9c1179bf29c0,Rubus,2010-07-07,118471,31,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/65297925,green leaves,machine
iNaturalist,Rubus rolfei,green leaves present,Rosaceae,2003,242,24.4279553653,121.0169190642,https://www.inaturalist.org/observations/01467024-0166-4824-bdf0-b222d92a066d,01467024-0166-4824-bdf0-b222d92a066d,Rubus,2003-08-30,5602214,30069,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/229056415,green leaves,machine
iNaturalist,Prunus cerasifera,green leaves present,Rosaceae,2009,117,50.4150750636,30.560240338,https://www.inaturalist.org/observations/014cb4d4-570b-46c6-b585-e1c8778fffe5,014cb4d4-570b-46c6-b585-e1c8778fffe5,Prunus,2009-04-27,3845806,31,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/179535110,green leaves,machine
iNaturalist,Fagus orientalis,green leaves present,Fagaceae,2009,272,41.1869501322,28.9894540403,https://www.inaturalist.org/observations/014cfe55-0ec9-4cde-8dd7-dc8efc5b2ff4,014cfe55-0ec9-4cde-8dd7-dc8efc5b2ff4,Fagus,2009-09-29,4766419,488,10.57967/hf/5785,0.9927089175546832,https://www.inaturalist.org/photos/354047730,green leaves,machine
iNaturalist,Liquidambar styraciflua,green leaves present,Altingiaceae,2006,161,29.705,-82.387,https://www.inaturalist.org/observations/014e36b4-269b-46eb-b279-d683bb21234c,014e36b4-269b-46eb-b279-d683bb21234c,Liquidambar,2006-06-10,574531,NA,10.57967/hf/5785,0.9787234042553192,https://www.inaturalist.org/photos/175451460,green leaves,machine
iNaturalist,Cornus sericea,green leaves present,Cornaceae,2010,181,45.6296935407,-121.8525112761,https://www.inaturalist.org/observations/014fb203-53b0-4829-a145-fdd32dd05c7c,014fb203-53b0-4829-a145-fdd32dd05c7c,Cornus,2010-06-30,4348831,27126,10.57967/hf/5785,0.97435897435897445,https://www.inaturalist.org/photos/326752713,green leaves,machine
iNaturalist,Hibiscus marlothianus,green leaves present,Malvaceae,2007,4,-29.1724137027,24.3503045739,https://www.inaturalist.org/observations/0153fc02-22a0-45f2-89ef-a7c848397a4a,0153fc02-22a0-45f2-89ef-a7c848397a4a,Hibiscus,2007-01-04,1653038,30,10.57967/hf/5785,0.9938271604938272,https://www.inaturalist.org/photos/174850171,green leaves,machine
iNaturalist,Zanthoxylum ailanthoides,green leaves present,Rutaceae,2011,340,25.1657892906,121.490038194,https://www.inaturalist.org/observations/0154c7a8-939c-43d4-8256-961a9b912c68,0154c7a8-939c-43d4-8256-961a9b912c68,Zanthoxylum,2011-12-06,5114099,15,10.57967/hf/5785,1,https://www.inaturalist.org/photos/171418363,green leaves,machine
iNaturalist,Rhododendron catawbiense,green leaves present,Ericaceae,2012,148,35.704738999999996,-82.374587,https://www.inaturalist.org/observations/015526d5-5f2f-4143-a38b-71d268a939e3,015526d5-5f2f-4143-a38b-71d268a939e3,Rhododendron,2012-05-27,2229996,NA,10.57967/hf/5785,0.978125,https://www.inaturalist.org/photos/53351830,green leaves,machine
iNaturalist,Rhus copallinum,green leaves present,Anacardiaceae,2010,229,30.2831392582,-84.3696225588,https://www.inaturalist.org/observations/0155ab2a-aafa-40ce-8817-62720e90b586,0155ab2a-aafa-40ce-8817-62720e90b586,Rhus,2010-08-17,4348831,29382,10.57967/hf/5785,0.980719794344473,https://www.inaturalist.org/photos/327310789,green leaves,machine
iNaturalist,Fraxinus pennsylvanica,green leaves present,Oleaceae,2010,168,51.1770696214,37.6244616523,https://www.inaturalist.org/observations/015734e8-0fe5-4c86-8c22-18a1ea9b69ed,015734e8-0fe5-4c86-8c22-18a1ea9b69ed,Fraxinus,2010-06-17,1917127,39,10.57967/hf/5785,0.9937888198757764,https://www.inaturalist.org/photos/67286735,green leaves,machine
iNaturalist,Prunus padus,green leaves present,Rosaceae,2007,139,56.1532281179,41.2568263959,https://www.inaturalist.org/observations/01579876-fd7c-4652-8a38-22c4f660c547,01579876-fd7c-4652-8a38-22c4f660c547,Prunus,2007-05-19,725071,400,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/30587905,green leaves,machine
iNaturalist,Frangula alnus,green leaves present,Rhamnaceae,1984,173,41.2234153531,-81.4790330202,https://www.inaturalist.org/observations/015820d7-04a8-4b98-a9ba-006e8a598e92,015820d7-04a8-4b98-a9ba-006e8a598e92,Frangula,1984-06-21,182332,27816,10.57967/hf/5785,0.9925742574257426,https://www.inaturalist.org/photos/192764292,green leaves,machine
iNaturalist,Sambucus racemosa,green leaves present,Viburnaceae,2009,178,51.3625,10.071389,https://www.inaturalist.org/observations/0158511a-b22d-4e29-b46e-e1f9936e4345,0158511a-b22d-4e29-b46e-e1f9936e4345,Sambucus,2009-06-27,4738061,5000,10.57967/hf/5785,0.980806142034549,https://www.inaturalist.org/photos/153116413,green leaves,machine
iNaturalist,Quercus grisea,green leaves present,Fagaceae,2012,327,24.2825,-104.818333,https://www.inaturalist.org/observations/01592934-da68-4b0e-b84e-f2b398b4a3cc,01592934-da68-4b0e-b84e-f2b398b4a3cc,Quercus,2012-11-22,85158,NA,10.57967/hf/5785,0.9927089175546832,https://www.inaturalist.org/photos/4614516,green leaves,machine
iNaturalist,Physocarpus opulifolius,green leaves present,Rosaceae,2006,166,41.1777984437,-81.4294644993,https://www.inaturalist.org/observations/015c379b-21e1-4f8d-b1f7-c0b733bc95a5,015c379b-21e1-4f8d-b1f7-c0b733bc95a5,Physocarpus,2006-06-15,8669,27847,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/68301141,green leaves,machine
iNaturalist,Cormus domestica,green leaves present,Rosaceae,2011,294,50.0547345315,7.7862301469,https://www.inaturalist.org/observations/015cd86f-76df-42ab-ae5e-85f5022828ab,015cd86f-76df-42ab-ae5e-85f5022828ab,Cormus,2011-10-21,5517967,16,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/238621417,green leaves,machine
iNaturalist,Cercis canadensis,breaking buds present,Fabaceae,1991,75,30.5958807065,-95.7584194396,https://www.inaturalist.org/observations/0162f0ce-1fb1-4c2e-bf16-69b29f2770c5,0162f0ce-1fb1-4c2e-bf16-69b29f2770c5,Cercis,1991-03-16,380122,7,10.57967/hf/5785,1,https://www.inaturalist.org/photos/113118449,breaking buds,machine
iNaturalist,Quercus rotundifolia,green leaves present,Fagaceae,2008,103,40.1268011602,-3.3418446779,https://www.inaturalist.org/observations/016457a9-ae00-42a4-aca8-84938c74ec78,016457a9-ae00-42a4-aca8-84938c74ec78,Quercus,2008-04-12,1978464,NA,10.57967/hf/5785,0.9927089175546832,https://www.inaturalist.org/photos/70153418,green leaves,machine
iNaturalist,Ailanthus excelsa,green leaves present,Simaroubaceae,2011,184,12.1587555289,76.5385705876,https://www.inaturalist.org/observations/016473b8-2813-4cf0-9c95-2d296730a6ce,016473b8-2813-4cf0-9c95-2d296730a6ce,Ailanthus,2011-07-03,3499217,31,10.57967/hf/5785,0.9912280701754386,https://www.inaturalist.org/photos/141120771,green leaves,machine
iNaturalist,Salix alba,green leaves present,Salicaceae,2005,177,54.9691389957,73.3783074321,https://www.inaturalist.org/observations/016655e5-eb25-489f-8a32-9fa9d7c001c1,016655e5-eb25-489f-8a32-9fa9d7c001c1,Salix,2005-06-26,2511740,90,10.57967/hf/5785,0.9788867562380038,https://www.inaturalist.org/photos/182275697,green leaves,machine
iNaturalist,Sambucus cerulea,green leaves present,Viburnaceae,2009,127,34.29292425,-118.2382553056,https://www.inaturalist.org/observations/0167219a-c236-49c7-ab2b-94b00539de02,0167219a-c236-49c7-ab2b-94b00539de02,Sambucus,2009-05-07,3635846,NA,10.57967/hf/5785,0.980806142034549,https://www.inaturalist.org/photos/101323848,green leaves,machine
iNaturalist,Rubus spectabilis,green leaves present,Rosaceae,2003,268,57.056359242,-135.3273376642,https://www.inaturalist.org/observations/0167a155-10c8-46bc-aecc-bab3f49aa832,0167a155-10c8-46bc-aecc-bab3f49aa832,Rubus,2003-09-25,14812,170,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/6913108,green leaves,machine
iNaturalist,Acer saccharum,colored leaves present,Sapindaceae,2010,286,45.4528556249,-73.2667626141,https://www.inaturalist.org/observations/0169214e-89d2-4a09-8ab7-5ed707d3b380,0169214e-89d2-4a09-8ab7-5ed707d3b380,Acer,2010-10-13,2463161,3,10.57967/hf/5785,0.9909784871616932,https://www.inaturalist.org/photos/338144400,colored leaves,machine
iNaturalist,Sambucus racemosa,green leaves present,Viburnaceae,2009,188,38.6735898398,-120.01587791,https://www.inaturalist.org/observations/01692db6-9e22-4646-8042-c44ab3b58255,01692db6-9e22-4646-8042-c44ab3b58255,Sambucus,2009-07-07,427781,61,10.57967/hf/5785,0.980806142034549,https://www.inaturalist.org/photos/256255630,green leaves,machine
iNaturalist,Populus tremuloides,colored leaves present,Salicaceae,2010,268,49.792055556,-119.3115555556,https://www.inaturalist.org/observations/016bea2e-41e4-4cf3-8327-5afee456a7ec,016bea2e-41e4-4cf3-8327-5afee456a7ec,Populus,2010-09-25,3181,20,10.57967/hf/5785,0.9864077669902912,https://www.inaturalist.org/photos/341347032,colored leaves,machine
iNaturalist,Corylus americana,green leaves present,Betulaceae,2011,212,41.1695269,-75.877419,https://www.inaturalist.org/observations/016c34d3-3fed-4e6f-8875-0e8c6b750936,016c34d3-3fed-4e6f-8875-0e8c6b750936,Corylus,2011-07-31,1699432,5632,10.57967/hf/5785,0.9836956521739132,https://www.inaturalist.org/photos/251890013,green leaves,machine
iNaturalist,Acer campestre,green leaves present,Sapindaceae,2007,196,52.1810805467,35.3508441543,https://www.inaturalist.org/observations/016cea73-6472-4418-a0ad-1297ba23dcfb,016cea73-6472-4418-a0ad-1297ba23dcfb,Acer,2007-07-15,1917127,526,10.57967/hf/5785,0.9802110817941952,https://www.inaturalist.org/photos/61284273,green leaves,machine
iNaturalist,Ficus carica,green leaves present,Moraceae,2006,260,39.4413784555,23.1359687249,https://www.inaturalist.org/observations/016edd3e-48de-47a6-ab99-5224c4f20b5d,016edd3e-48de-47a6-ab99-5224c4f20b5d,Ficus,2006-09-17,2651721,122,10.57967/hf/5785,1,https://www.inaturalist.org/photos/243324951,green leaves,machine
iNaturalist,Populus fremontii,green leaves present,Salicaceae,2010,148,37.2627923536,-109.6160231736,https://www.inaturalist.org/observations/0170fa02-e032-4490-b221-790157732c73,0170fa02-e032-4490-b221-790157732c73,Populus,2010-05-28,106692,977,10.57967/hf/5785,0.9788867562380038,https://www.inaturalist.org/photos/243931368,green leaves,machine
iNaturalist,Sambucus canadensis,green leaves present,Viburnaceae,2010,151,28.519326687,-80.871132766,https://www.inaturalist.org/observations/017230d2-0d02-49d3-9743-66f1e4b2da83,017230d2-0d02-49d3-9743-66f1e4b2da83,Sambucus,2010-05-31,4348831,29607,10.57967/hf/5785,0.980806142034549,https://www.inaturalist.org/photos/326742927,green leaves,machine
iNaturalist,Aesculus glabra,green leaves present,Sapindaceae,2010,208,43.627549741,-79.3913018244,https://www.inaturalist.org/observations/01753bfa-90f7-41e2-881b-01bc35d6ce8f,01753bfa-90f7-41e2-881b-01bc35d6ce8f,Aesculus,2010-07-27,540873,8,10.57967/hf/5785,0.9802110817941952,https://www.inaturalist.org/photos/68143334,green leaves,machine
iNaturalist,Berberis empetrifolia,green leaves present,Berberidaceae,1994,82,-39.4170621833,-71.8047806456,https://www.inaturalist.org/observations/0175da38-0c55-4df1-8563-805edf0a8230,0175da38-0c55-4df1-8563-805edf0a8230,Berberis,1994-03-23,7194606,NA,10.57967/hf/5785,0.9791044776119404,https://www.inaturalist.org/photos/329012260,green leaves,machine
iNaturalist,Populus tremuloides,green leaves present,Salicaceae,2003,153,63.1148002,-151.1926058,https://www.inaturalist.org/observations/0178a4b9-c12e-4073-807d-ce9e8644b92e,0178a4b9-c12e-4073-807d-ce9e8644b92e,Populus,2003-06-02,2132783,199405,10.57967/hf/5785,0.9788867562380038,https://www.inaturalist.org/photos/178505949,green leaves,machine
iNaturalist,Pyrus communis,green leaves present,Rosaceae,2010,133,49.1361144509,31.8444740191,https://www.inaturalist.org/observations/01799f44-1066-44b8-acc7-4df0c1715df9,01799f44-1066-44b8-acc7-4df0c1715df9,Pyrus,2010-05-13,3334393,4,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/112465933,green leaves,machine
iNaturalist,Carya illinoinensis,green leaves present,Juglandaceae,2007,44,30.2504546033,-97.7957010269,https://www.inaturalist.org/observations/017a3e03-ca9c-4174-b99e-888c8e4580ba,017a3e03-ca9c-4174-b99e-888c8e4580ba,Carya,2007-02-13,402093,61,10.57967/hf/5785,0.9891304347826086,https://www.inaturalist.org/photos/7551048,green leaves,machine
iNaturalist,Cercis canadensis,breaking buds present,Fabaceae,2010,80,31.1864788355,-84.7355778635,https://www.inaturalist.org/observations/017b8b4e-2ff2-42e2-a268-58abf6661391,017b8b4e-2ff2-42e2-a268-58abf6661391,Cercis,2010-03-21,4348831,29278,10.57967/hf/5785,1,https://www.inaturalist.org/photos/326199465,breaking buds,machine
iNaturalist,Daphne mezereum,green leaves present,Thymelaeaceae,2010,151,54.8858778827,83.0877963914,https://www.inaturalist.org/observations/017c1031-8ea9-4c39-a77e-017190c69e86,017c1031-8ea9-4c39-a77e-017190c69e86,Daphne,2010-05-31,2511740,300,10.57967/hf/5785,1,https://www.inaturalist.org/photos/116938469,green leaves,machine
iNaturalist,Quercus petraea,green leaves present,Fagaceae,2009,192,41.124104,-3.577973,https://www.inaturalist.org/observations/017d6419-367d-4573-9553-59ab9dbc584e,017d6419-367d-4573-9553-59ab9dbc584e,Quercus,2009-07-11,4303576,200,10.57967/hf/5785,0.9927089175546832,https://www.inaturalist.org/photos/172461197,green leaves,machine
iNaturalist,Quercus montana,green leaves present,Fagaceae,2011,196,43.9947662354,-73.0958404541,https://www.inaturalist.org/observations/017faa36-f04c-47c3-aac3-abd6a32b971f,017faa36-f04c-47c3-aac3-abd6a32b971f,Quercus,2011-07-15,2179,10,10.57967/hf/5785,0.9927089175546832,https://www.inaturalist.org/photos/45195,green leaves,machine
iNaturalist,Populus deltoides,green leaves present,Salicaceae,2012,252,45.0166196,-93.1261312,https://www.inaturalist.org/observations/0182078c-dc3c-4f1d-9f38-d50de8edb7c8,0182078c-dc3c-4f1d-9f38-d50de8edb7c8,Populus,2012-09-08,9051,1533,10.57967/hf/5785,0.9788867562380038,https://www.inaturalist.org/photos/175480,green leaves,machine
iNaturalist,Populus suaveolens,green leaves present,Salicaceae,2011,174,55.685531363,160.2180181258,https://www.inaturalist.org/observations/01823fa5-77a1-4985-8b09-885814725240,01823fa5-77a1-4985-8b09-885814725240,Populus,2011-06-23,4338748,228,10.57967/hf/5785,0.9788867562380038,https://www.inaturalist.org/photos/157885263,green leaves,machine
iNaturalist,Rubus armeniacus,green leaves present,Rosaceae,2012,265,41.3234442133,-124.0434030264,https://www.inaturalist.org/observations/01826183-537b-41ae-a8e3-a32b6b03d4fb,01826183-537b-41ae-a8e3-a32b6b03d4fb,Rubus,2012-09-21,10326,NA,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/52075710,green leaves,machine
iNaturalist,Sorbus aucuparia,green leaves present,Rosaceae,2006,164,63.8703925259,23.0911874168,https://www.inaturalist.org/observations/01848409-b11e-41ac-94f8-a413f5526780,01848409-b11e-41ac-94f8-a413f5526780,Sorbus,2006-06-13,3324356,31,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/113859986,green leaves,machine
iNaturalist,Smilax rotundifolia,green leaves present,Smilacaceae,2008,158,34.9735677654,-87.6117116379,https://www.inaturalist.org/observations/0184fce3-b1b1-44c5-a2f4-99cb8b5b73bd,0184fce3-b1b1-44c5-a2f4-99cb8b5b73bd,Smilax,2008-06-06,643751,77,10.57967/hf/5785,0.9558823529411764,https://www.inaturalist.org/photos/104092080,green leaves,machine
iNaturalist,Lonicera hispidula,green leaves present,Caprifoliaceae,2010,157,38.4366147,-122.5126647,https://www.inaturalist.org/observations/0184fe44-46dc-42e2-ac21-16c37c23654a,0184fe44-46dc-42e2-ac21-16c37c23654a,Lonicera,2010-06-06,134576,NA,10.57967/hf/5785,0.996492985971944,https://www.inaturalist.org/photos/5408592,green leaves,machine
iNaturalist,Lonicera japonica,green leaves present,Caprifoliaceae,2012,246,39.0148233333,-77.9628866667,https://www.inaturalist.org/observations/01858c20-4115-4c48-974b-ddb0b51b4109,01858c20-4115-4c48-974b-ddb0b51b4109,Lonicera,2012-09-02,13284,NA,10.57967/hf/5785,0.996492985971944,https://www.inaturalist.org/photos/112061886,green leaves,machine
iNaturalist,Clematis recta,green leaves present,Ranunculaceae,2009,147,50.8205485044,27.0718507088,https://www.inaturalist.org/observations/0185bd52-f62b-4b0e-8174-94add99e75a6,0185bd52-f62b-4b0e-8174-94add99e75a6,Clematis,2009-05-27,2826522,61,10.57967/hf/5785,0.9668508287292816,https://www.inaturalist.org/photos/78292569,green leaves,machine
iNaturalist,Hibiscus tiliaceus,green leaves present,Malvaceae,2005,114,27.6248453062,-82.7109781436,https://www.inaturalist.org/observations/01863c9b-f7fa-4c8f-8604-06f497e2160b,01863c9b-f7fa-4c8f-8604-06f497e2160b,Hibiscus,2005-04-24,4348831,549,10.57967/hf/5785,0.9938271604938272,https://www.inaturalist.org/photos/255223660,green leaves,machine
iNaturalist,Quercus wislizeni,green leaves present,Fagaceae,2011,176,36.490694,-121.188484,https://www.inaturalist.org/observations/0186ac41-d792-406c-ba93-d32f51879a84,0186ac41-d792-406c-ba93-d32f51879a84,Quercus,2011-06-25,1,28534,10.57967/hf/5785,0.9927089175546832,https://www.inaturalist.org/photos/41447,green leaves,machine
iNaturalist,Rhododendron rubropilosum,green leaves present,Ericaceae,2009,136,24.1210483543,121.269040141,https://www.inaturalist.org/observations/01875a88-638d-4e7d-9ba5-229e67fdbd75,01875a88-638d-4e7d-9ba5-229e67fdbd75,Rhododendron,2009-05-16,390749,104,10.57967/hf/5785,0.978125,https://www.inaturalist.org/photos/29646493,green leaves,machine
iNaturalist,Daphne mezereum,green leaves present,Thymelaeaceae,2009,234,55.4571672273,46.4480393047,https://www.inaturalist.org/observations/0188c68b-3a32-47db-aa9b-522005256f62,0188c68b-3a32-47db-aa9b-522005256f62,Daphne,2009-08-22,1363782,8,10.57967/hf/5785,1,https://www.inaturalist.org/photos/28938036,green leaves,machine
iNaturalist,Fagus grandifolia,green leaves present,Fagaceae,2012,193,45.4947356514,-75.928986256,https://www.inaturalist.org/observations/01897b5f-8093-4269-962c-9553d4248e6c,01897b5f-8093-4269-962c-9553d4248e6c,Fagus,2012-07-11,4348831,27158,10.57967/hf/5785,0.9927089175546832,https://www.inaturalist.org/photos/338742078,green leaves,machine
iNaturalist,Betula pendula,green leaves present,Betulaceae,2006,213,54.9829915423,83.0558077488,https://www.inaturalist.org/observations/018e1f12-da0d-471f-825a-d58feaac4238,018e1f12-da0d-471f-825a-d58feaac4238,Betula,2006-08-01,2511740,75,10.57967/hf/5785,0.9836956521739132,https://www.inaturalist.org/photos/134738809,green leaves,machine
iNaturalist,Staphylea trifolia,green leaves present,Staphyleaceae,2006,163,40.5323037297,-76.9671455195,https://www.inaturalist.org/observations/018eb6c0-8698-4cae-9a1d-7c3f4413f47a,018eb6c0-8698-4cae-9a1d-7c3f4413f47a,Staphylea,2006-06-12,2314882,63,10.57967/hf/5785,1,https://www.inaturalist.org/photos/271998417,green leaves,machine
iNaturalist,Rhododendron japonicum,green leaves present,Ericaceae,2010,179,36.1076372644,138.1963090056,https://www.inaturalist.org/observations/0196518c-fb8e-4da1-8cbe-8f2b641e0d12,0196518c-fb8e-4da1-8cbe-8f2b641e0d12,Rhododendron,2010-06-28,2400612,31,10.57967/hf/5785,0.978125,https://www.inaturalist.org/photos/139678553,green leaves,machine
iNaturalist,Fallugia paradoxa,green leaves present,Rosaceae,2005,150,36.861891,-112.740765,https://www.inaturalist.org/observations/0198c9ff-9dc9-4b85-b77e-76a2285e8745,0198c9ff-9dc9-4b85-b77e-76a2285e8745,Fallugia,2005-05-30,37587,NA,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/3072826,green leaves,machine
iNaturalist,Alnus alnobetula fruticosa,green leaves present,Betulaceae,2012,202,72.72689,101.08404,https://www.inaturalist.org/observations/01994fb0-11aa-45e0-9cba-fadfe6392f10,01994fb0-11aa-45e0-9cba-fadfe6392f10,Alnus,2012-07-20,1426686,100,10.57967/hf/5785,0.9836956521739132,https://www.inaturalist.org/photos/112880760,green leaves,machine
iNaturalist,Cornus canadensis,green leaves present,Cornaceae,2007,167,45.5626284711,-78.6009657037,https://www.inaturalist.org/observations/019a72a5-0dd4-4f18-9c94-059c5aa108c3,019a72a5-0dd4-4f18-9c94-059c5aa108c3,Cornus,2007-06-16,2185068,1901,10.57967/hf/5785,0.97435897435897445,https://www.inaturalist.org/photos/211218093,green leaves,machine
iNaturalist,Daphne mezereum,green leaves present,Thymelaeaceae,2012,124,42.9771347222,-76.3941733333,https://www.inaturalist.org/observations/019af5ab-374f-4094-a205-9095f29219e4,019af5ab-374f-4094-a205-9095f29219e4,Daphne,2012-05-03,224113,NA,10.57967/hf/5785,1,https://www.inaturalist.org/photos/29956439,green leaves,machine
iNaturalist,Rubus chamaemorus,green leaves present,Rosaceae,2004,1,66.5001684571,33.2701003189,https://www.inaturalist.org/observations/019b4cef-0993-46a5-a065-30feae23049d,019b4cef-0993-46a5-a065-30feae23049d,Rubus,2004-01-01,1109638,244,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/222999004,green leaves,machine
iNaturalist,Rubus arcticus,green leaves present,Rosaceae,2008,192,51.2640389702,114.0170690845,https://www.inaturalist.org/observations/019bd5ee-dcfc-48ca-bfdd-e121cd4caab8,019bd5ee-dcfc-48ca-bfdd-e121cd4caab8,Rubus,2008-07-10,3997065,61,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/111945176,green leaves,machine
iNaturalist,Ulmus americana,green leaves present,Ulmaceae,2012,166,42.390829,-71.155484,https://www.inaturalist.org/observations/019df5a5-e994-4f25-aa91-7425a1acf79e,019df5a5-e994-4f25-aa91-7425a1acf79e,Ulmus,2012-06-14,263,5,10.57967/hf/5785,0.9722222222222222,https://www.inaturalist.org/photos/133448,green leaves,machine
iNaturalist,Pistacia terebinthus,green leaves present,Anacardiaceae,2009,255,37.165093,37.190886,https://www.inaturalist.org/observations/019edb38-e674-4bc4-a656-2a113771f377,019edb38-e674-4bc4-a656-2a113771f377,Pistacia,2009-09-12,2533480,1728,10.57967/hf/5785,0.980719794344473,https://www.inaturalist.org/photos/60030696,green leaves,machine
iNaturalist,Cornus sericea,green leaves present,Cornaceae,2008,283,49.2672565576,-124.1956120497,https://www.inaturalist.org/observations/019ef5b6-f47e-4dc5-add5-61961ebdc59b,019ef5b6-f47e-4dc5-add5-61961ebdc59b,Cornus,2008-10-09,580296,4,10.57967/hf/5785,0.97435897435897445,https://www.inaturalist.org/photos/189481879,green leaves,machine
iNaturalist,Prunus virginiana,green leaves present,Rosaceae,2008,157,44.6869242903,-79.0582464968,https://www.inaturalist.org/observations/01a0854e-8a3a-4589-aa7b-713cc29e7883,01a0854e-8a3a-4589-aa7b-713cc29e7883,Prunus,2008-06-05,438994,15,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/31192222,green leaves,machine
iNaturalist,Viburnum edule,colored leaves present,Viburnaceae,2006,255,59.4001515011,-135.9946865235,https://www.inaturalist.org/observations/01a166f0-4afe-47eb-88bd-776967a99bc6,01a166f0-4afe-47eb-88bd-776967a99bc6,Viburnum,2006-09-12,3391608,244,10.57967/hf/5785,0.9940828402366864,https://www.inaturalist.org/photos/112603484,colored leaves,machine
iNaturalist,Acer spicatum,green leaves present,Sapindaceae,2007,165,47.7560983347,-69.9480837947,https://www.inaturalist.org/observations/01a55e55-f316-4ff5-a56c-34576f7457c9,01a55e55-f316-4ff5-a56c-34576f7457c9,Acer,2007-06-14,1926371,269,10.57967/hf/5785,0.9802110817941952,https://www.inaturalist.org/photos/43503727,green leaves,machine
iNaturalist,Tilia americana,green leaves present,Malvaceae,2010,171,42.787213,-73.797998,https://www.inaturalist.org/observations/01a631c8-2485-4745-8259-fee3e195e9d6,01a631c8-2485-4745-8259-fee3e195e9d6,Tilia,2010-06-20,40107,NA,10.57967/hf/5785,0.9938271604938272,https://www.inaturalist.org/photos/2183318,green leaves,machine
iNaturalist,Alnus maritima georgiensis,green leaves present,Betulaceae,2011,315,34.1182585698,-84.8375437539,https://www.inaturalist.org/observations/01a89a18-c736-45f4-8792-1238c60be8c4,01a89a18-c736-45f4-8792-1238c60be8c4,Alnus,2011-11-11,2118269,28874,10.57967/hf/5785,0.9836956521739132,https://www.inaturalist.org/photos/349136245,green leaves,machine
iNaturalist,Acer macrophyllum,green leaves present,Sapindaceae,2011,172,47.6192443853,-122.3600463509,https://www.inaturalist.org/observations/01a94b77-faae-455a-8e94-91e820b7bf1d,01a94b77-faae-455a-8e94-91e820b7bf1d,Acer,2011-06-21,4348831,26807,10.57967/hf/5785,0.9802110817941952,https://www.inaturalist.org/photos/331355798,green leaves,machine
iNaturalist,Lonicera japonica,green leaves present,Caprifoliaceae,2012,260,37.9209153847,-122.6907399363,https://www.inaturalist.org/observations/01aa7204-4fc2-4d3f-8a8b-df4de17a0f12,01aa7204-4fc2-4d3f-8a8b-df4de17a0f12,Lonicera,2012-09-16,462,NA,10.57967/hf/5785,0.996492985971944,https://www.inaturalist.org/photos/177150,green leaves,machine
iNaturalist,Vaccinium oxycoccos,green leaves present,Ericaceae,2012,266,57.1848699485,85.9060961008,https://www.inaturalist.org/observations/01aa764a-e8e0-44de-8c85-026f30dc4135,01aa764a-e8e0-44de-8c85-026f30dc4135,Vaccinium,2012-09-22,1308042,14,10.57967/hf/5785,0.978125,https://www.inaturalist.org/photos/31344315,green leaves,machine
iNaturalist,Prunus armeniaca,green leaves present,Rosaceae,2009,159,51.7917296329,39.2724109493,https://www.inaturalist.org/observations/01ab4013-27e1-451b-a6c2-b3cd25aed29f,01ab4013-27e1-451b-a6c2-b3cd25aed29f,Prunus,2009-06-08,1420575,200,10.57967/hf/5785,0.9869934967483742,https://www.inaturalist.org/photos/31142633,green leaves,machine
