scientificName,family,canonicalName,matchedScientificName,status,matchType,confidence,usageKey,error
Portulaca halimoides L.,Portulacaceae,Portulaca halimoides,Portulaca halimoides L.,ACCEPTED,EXACT,100,3084714,
Viola acuminata Ledeb.,Violaceae,Viola acuminata,Viola acuminata Ledeb.,ACCEPTED,EXACT,100,7296488,
Croton trinitatis Millsp.,Euphorbiaceae,Croton trinitatis,Croton trinitatis Millsp.,ACCEPTED,EXACT,100,3058861,
Clitoria falcata Lam.,Fabaceae,Clitoria falcata,Clitoria falcata Lam.,ACCEPTED,EXACT,100,2946543,
Aquilegia micrantha Eastw.,Ranunculaceae,Aquilegia micrantha,Aquilegia micrantha Eastw.,ACCEPTED,EXACT,100,3033190,
Tetrazygia hispida var. laevis Cogn.,Melastomataceae,Tetrazygia hispida laevis,Tetrazygia hispida var. laevis Cogn.,SYNONYM,EXACT,100,3865258,
Erigeron speciosus (Lindl.) DC.,Asteraceae,Erigeron speciosus,Erigeron speciosus (Lindl.) DC.,ACCEPTED,EXACT,100,3147146,
Piriqueta cistoides subsp. caroliniana (Walter) Arbo,Turneraceae,Piriqueta cistoides caroliniana,Piriqueta cistoides subsp. caroliniana (Walter) Arbo,ACCEPTED,EXACT,100,4161209,
Polygala nuttallii Torr. & A.Gray,Polygalaceae,Polygala nuttallii,Polygala nuttallii Torr. & A.Gray,ACCEPTED,EXACT,100,3191406,
Miconia punctata (Desr.) D.Don ex DC.,Melastomataceae,Miconia punctata,Miconia punctata (Desr.) D.Don ex DC.,SYNONYM,EXACT,100,3188579,
Clusia renggerioides Planch. & Triana,Clusiaceae,Clusia renggerioides,Clusia renggerioides Planch. & Triana,ACCEPTED,EXACT,100,5556042,
Chromolaena asperrima (Sch.Bip. ex Baker) R.M.King & H.Rob.,Asteraceae,Chromolaena asperrima,Chromolaena asperrima (Sch.Bip. ex Baker) R.M.King & H.Rob.,ACCEPTED,EXACT,100,3142557,
Vernonanthura laxa (Gardner) H.Rob.,Asteraceae,Vernonanthura laxa,Vernonanthura laxa (Gardner) H.Rob.,ACCEPTED,EXACT,100,3124649,
Sambucus nigra subsp. canadensis (L.) Bolli,Viburnaceae,Sambucus nigra canadensis,Sambucus nigra subsp. canadensis (L.) Bolli,SYNONYM,EXACT,100,3855531,
Cryptantha minima Rydb.,Boraginaceae,Cryptantha minima,Cryptantha minima Rydb.,ACCEPTED,EXACT,100,2926258,
Phlox aculeata A.Nelson,Polemoniaceae,Phlox aculeata,Phlox aculeata A.Nelson,ACCEPTED,EXACT,100,2927705,
Rhynchanthera gardneri Naudin,Melastomataceae,Rhynchanthera gardneri,Rhynchanthera gardneri Naudin,ACCEPTED,EXACT,100,7272967,
Delphinium ×occidentale (S.Watson) S.Watson,Ranunculaceae,Delphinium occidentale,Delphinium × occidentale (S.Watson) S.Watson,SYNONYM,EXACT,100,3033783,
Marina stilligera Barneby,Fabaceae,Marina stilligera,Marina stilligera Barneby,ACCEPTED,EXACT,100,2945740,
Swartzia myrtifolia var. elegans (Schott) R.S.Cowan,Fabaceae,Swartzia myrtifolia elegans,Swartzia myrtifolia var. elegans (Schott) R.S.Cowan,ACCEPTED,EXACT,100,5352010,
Frasera albicaulis var. modocensis (H.St.John) Holmgren,Gentianaceae,Frasera albicaulis modocensis,Frasera albicaulis var. modocensis (H.St.John) Holmgren,ACCEPTED,EXACT,100,3839337,
Badiera penaea (L.) DC.,Polygalaceae,Badiera penaea,Badiera penaea (L.) DC.,ACCEPTED,EXACT,100,4050594,
Astragalus miser Douglas ex Hook.,Fabaceae,Astragalus miser,Astragalus miser Douglas ex Hook.,ACCEPTED,EXACT,100,5343135,
Helianthus maximiliani Schrad.,Asteraceae,Helianthus maximiliani,Helianthus maximiliani Schrad.,ACCEPTED,EXACT,100,3119206,
Guettarda viburnoides Cham. & Schltdl.,Rubiaceae,Guettarda viburnoides,Guettarda viburnoides Cham. & Schltdl.,ACCEPTED,EXACT,100,2894663,
Cleome lutea Hook.,Cleomaceae,Cleome lutea,Cleome lutea Hook.,SYNONYM,EXACT,100,3054223,
Miconia dispar Benth.,Melastomataceae,Miconia dispar,Miconia dispar Benth.,ACCEPTED,EXACT,100,3867633,
Penstemon immanifestus N.H.Holmgren,Plantaginaceae,Penstemon immanifestus,Penstemon immanifestus N.H.Holmgren,ACCEPTED,EXACT,100,3171599,
Sanguisorba annua (Nutt. ex Hook.) Torr. & A.Gray,Rosaceae,Sanguisorba annua,Sanguisorba annua (Nutt. ex Hook.) Torr. & A.Gray,SYNONYM,EXACT,100,3029558,
Myrsine floridana Gand.,Primulaceae,Myrsine floridana,Myrsine floridana Gand.,DOUBTFUL,EXACT,100,8294675,
Senna herzogii (Harms) H.S.Irwin & Barneby,Fabaceae,Senna herzogii,Senna herzogii (Harms) H.S.Irwin & Barneby,ACCEPTED,EXACT,100,2957337,
Jatropha integerrima Jacq.,Euphorbiaceae,Jatropha integerrima,Jatropha integerrima Jacq.,ACCEPTED,EXACT,100,3073017,
Symphyotrichum cordifolium (L.) G.L.Nesom,Asteraceae,Symphyotrichum cordifolium,Symphyotrichum cordifolium (L.) G.L.Nesom,ACCEPTED,EXACT,100,3151421,
Actaea rubra (Aiton) Willd.,Ranunculaceae,Actaea rubra,Actaea rubra (Aiton) Willd.,ACCEPTED,EXACT,100,5371704,
Virola calophylla (Spruce) Warb.,Myristicaceae,Virola calophylla,Virola calophylla (Spruce) Warb.,ACCEPTED,EXACT,100,3152847,
Drimys brasiliensis subsp. brasiliensis,Winteraceae,Drimys brasiliensis brasiliensis,Drimys brasiliensis subsp. brasiliensis,ACCEPTED,EXACT,100,7288444,
Mimosa arenosa var. arenosa,Fabaceae,Mimosa arenosa arenosa,Mimosa arenosa var. arenosa,ACCEPTED,EXACT,100,7266279,
Hibiscus denudatus Benth.,Malvaceae,Hibiscus denudatus,Hibiscus denudatus Benth.,ACCEPTED,EXACT,100,3152589,
Chamaecrista nictitans var. pilosa (Benth.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista nictitans pilosa,Chamaecrista nictitans var. pilosa (Benth.) H.S.Irwin & Barneby,ACCEPTED,EXACT,100,3932035,
Ipomopsis rubra (L.) Wherry,Polemoniaceae,Ipomopsis rubra,Ipomopsis rubra (L.) Wherry,ACCEPTED,EXACT,100,2927974,
Cryptantha circumscissa (Hook. & Arn.) I.M.Johnst.,Boraginaceae,Cryptantha circumscissa,Cryptantha circumscissa (Hook. & Arn.) I.M.Johnst.,SYNONYM,EXACT,100,2926279,
Bauhinia confusa Rose,Fabaceae,Bauhinia confusa,Bauhinia confusa Rose,SYNONYM,EXACT,100,2953462,
Cavendishia atroviolacea var. atroviolacea,Ericaceae,Cavendishia atroviolacea atroviolacea,Cavendishia atroviolacea var. atroviolacea,ACCEPTED,EXACT,100,7328263,
Gaillardia pulchella var. australis B.L.Turner & Whalen,Asteraceae,Gaillardia pulchella australis,Gaillardia pulchella var. australis B.L.Turner & Whalen,SYNONYM,EXACT,100,5699144,
Gilia inconspicua (Sm.) Sweet,Polemoniaceae,Gilia inconspicua,Gilia inconspicua (Sm.) Sweet,ACCEPTED,EXACT,100,5341572,
Penstemon rydbergii var. aggregatus (Pennell) N.H.Holmgren,Plantaginaceae,Penstemon rydbergii aggregatus,Penstemon rydbergii var. aggregatus (Pennell) N.H.Holmgren,SYNONYM,EXACT,100,3730797,
Grindelia squarrosa f. squarrosa,Asteraceae,Grindelia squarrosa squarrosa,Grindelia squarrosa f. squarrosa,SYNONYM,EXACT,100,6296491,
Astragalus beckwithii var. weiserensis M.E.Jones,Fabaceae,Astragalus beckwithii weiserensis,Astragalus beckwithii var. weiserensis M.E.Jones,ACCEPTED,EXACT,100,5346716,
Astragalus calycosus Torr. ex S.Watson,Fabaceae,Astragalus calycosus,Astragalus calycosus Torr. ex S.Watson,ACCEPTED,EXACT,100,5345569,
Penstemon campanulatus var. campanulatus,Plantaginaceae,Penstemon campanulatus campanulatus,Penstemon campanulatus var. campanulatus,ACCEPTED,EXACT,100,7226458,
Valeriana edulis var. edulis,Caprifoliaceae,Valeriana edulis edulis,Valeriana edulis var. edulis,ACCEPTED,EXACT,100,6401675,
Salix phylicifolia var. monica (Bebb) Jeps.,Salicaceae,Salix phylicifolia monica,Salix phylicifolia var. monica (Bebb) Jeps.,SYNONYM,EXACT,100,8619196,
Salvia coccinea Juss. ex Murray,Lamiaceae,Salvia coccinea,Salvia coccinea Juss. ex Murray,DOUBTFUL,EXACT,100,8595914,
Penstemon azureus var. angustissimus A.Gray,Plantaginaceae,Penstemon azureus angustissimus,Penstemon azureus var. angustissimus A.Gray,ACCEPTED,EXACT,100,6439938,
Astragalus lentiginosus var. scorpionis (Rydb.) M.E.Jones,Fabaceae,Astragalus lentiginosus scorpionis,Astragalus lentiginosus var. scorpionis (Rydb.) M.E.Jones,ACCEPTED,EXACT,100,5344822,
Byrsonima chrysophylla Kunth,Malpighiaceae,Byrsonima chrysophylla,Byrsonima chrysophylla Kunth,ACCEPTED,EXACT,100,7508346,
Chaptalia tomentosa Vent.,Asteraceae,Chaptalia tomentosa,Chaptalia tomentosa Vent.,ACCEPTED,EXACT,100,3090227,
Asclepias latifolia (Torr.) Raf.,Apocynaceae,Asclepias latifolia,Asclepias latifolia (Torr.) Raf.,ACCEPTED,EXACT,100,3170304,
Chaetopappa ericoides (Torr.) G.L.Nesom,Asteraceae,Chaetopappa ericoides,Chaetopappa ericoides (Torr.) G.L.Nesom,ACCEPTED,EXACT,100,3140948,
Cavendishia isernii Sleumer,Ericaceae,Cavendishia isernii,Cavendishia isernii Sleumer,ACCEPTED,EXACT,100,7328109,
Populus tremuloides Michx.,Salicaceae,Populus tremuloides,Populus tremuloides Michx.,ACCEPTED,EXACT,100,3040215,
Crotalaria holosericea var. grisea Benth.,Fabaceae,Crotalaria holosericea grisea,Crotalaria holosericea var. grisea Benth.,SYNONYM,EXACT,100,2942808,
Penstemon comarrhenus A.Gray,Plantaginaceae,Penstemon comarrhenus,Penstemon comarrhenus A.Gray,ACCEPTED,EXACT,100,3171560,
Endlicheria lhotzkyi (Ness) Mez,Lauraceae,Endlicheria lhotzkyi,Endlicheria lhotzkyi (Ness) Mez,ACCEPTED,EXACT,100,4176075,
Astragalus layneae Greene,Fabaceae,Astragalus layneae,Astragalus layneae Greene,ACCEPTED,EXACT,100,5345134,
Banisteriopsis mathiasiae (W.R.Anderson) W.R.Anderson,Malpighiaceae,Banisteriopsis mathiasiae,Banisteriopsis mathiasiae (W.R.Anderson) W.R.Anderson,SYNONYM,EXACT,100,3985083,
Vochysia tucanorum Mart.,Vochysiaceae,Vochysia tucanorum,Vochysia tucanorum Mart.,ACCEPTED,EXACT,100,7288316,
Heterotheca hispida (Hook.) G.L.Nesom,Asteraceae,Heterotheca hispida,Heterotheca hispida (Hook.) G.L.Nesom,ACCEPTED,EXACT,100,11116505,
Epilobium glandulosum Lehm.,Onagraceae,Epilobium glandulosum,Epilobium glandulosum Lehm.,SYNONYM,EXACT,100,6428120,
Marcetia ericoides Cogn.,Melastomataceae,Marcetia ericoides,Marcetia ericoides Cogn.,ACCEPTED,EXACT,100,5601625,
Chamaecrista flexuosa (L.) Greene,Fabaceae,Chamaecrista flexuosa,Chamaecrista flexuosa (L.) Greene,ACCEPTED,EXACT,100,2950652,
Eriogonum brevicaule var. desertorum (Maguire) S.L.Welsh,Polygonaceae,Eriogonum brevicaule desertorum,Eriogonum brevicaule var. desertorum (Maguire) S.L.Welsh,SYNONYM,EXACT,100,2889674,
Deutzia crenata Siebold & Zucc.,Hydrangeaceae,Deutzia crenata,Deutzia crenata Siebold & Zucc.,ACCEPTED,EXACT,100,2985963,
Castilleja occidentalis Torr.,Orobanchaceae,Castilleja occidentalis,Castilleja occidentalis Torr.,ACCEPTED,EXACT,100,3170680,
Mecardonia acuminata var. acuminata,Plantaginaceae,Mecardonia acuminata acuminata,Mecardonia acuminata var. acuminata,ACCEPTED,EXACT,100,7226420,
Mimosa candollei R.Grether,Fabaceae,Mimosa candollei,Mimosa candollei R.Grether,ACCEPTED,EXACT,100,2969714,
Asperugo procumbens L.,Boraginaceae,Asperugo procumbens,Asperugo procumbens L.,ACCEPTED,EXACT,100,2926055,
Penstemon buckleyi Pennell,Plantaginaceae,Penstemon buckleyi,Penstemon buckleyi Pennell,ACCEPTED,EXACT,100,3171379,
Machaeranthera rigida Greene,Asteraceae,Machaeranthera rigida,Machaeranthera rigida Greene,SYNONYM,EXACT,100,4236458,
Banisteriopsis muricata (Cav.) Cuatrec.,Malpighiaceae,Banisteriopsis muricata,Banisteriopsis muricata (Cav.) Cuatrec.,ACCEPTED,EXACT,100,3985018,
Draba spectabilis var. spectabilis,Brassicaceae,Draba spectabilis spectabilis,Draba spectabilis var. spectabilis,SYNONYM,EXACT,100,3050104,
Grindelia subalpina Greene,Asteraceae,Grindelia subalpina,Grindelia subalpina Greene,ACCEPTED,EXACT,100,3146273,
Rhinotropis subspinosa (S.Watson) J.R.Abbott,Polygalaceae,Rhinotropis subspinosa,Rhinotropis subspinosa (S.Watson) J.R.Abbott,ACCEPTED,EXACT,100,8002945,
Limonium Mill.,Plumbaginaceae,Limonium,Limonium Mill.,ACCEPTED,EXACT,100,3082293,
Arenaria macradenia S.Watson,Caryophyllaceae,Arenaria macradenia,Arenaria macradenia S.Watson,SYNONYM,EXACT,100,5384482,
Claytonia perfoliata Donn ex Willd.,Montiaceae,Claytonia perfoliata,Claytonia perfoliata Donn ex Willd.,SYNONYM,EXACT,100,3084748,
Clerodendrum chinense (Osbeck) Mabb.,Lamiaceae,Clerodendrum chinense,Clerodendrum chinense (Osbeck) Mabb.,ACCEPTED,EXACT,100,2925357,
Arabis perennans S.Watson,Brassicaceae,Arabis perennans,Arabis perennans S.Watson,SYNONYM,EXACT,100,5373849,
Disterigma balslevii Luteyn,Ericaceae,Disterigma balslevii,Disterigma balslevii Luteyn,ACCEPTED,EXACT,100,4171251,
Miconia obtusa (Griseb.) Triana,Melastomataceae,Miconia obtusa,Miconia obtusa (Griseb.) Triana,ACCEPTED,EXACT,100,3859483,
Astragalus calycosus var. scaposus (A.Gray) M.E.Jones,Fabaceae,Astragalus calycosus scaposus,Astragalus calycosus var. scaposus (A.Gray) M.E.Jones,ACCEPTED,EXACT,100,5345574,
Liatris pycnostachya Michx.,Asteraceae,Liatris pycnostachya,Liatris pycnostachya Michx.,ACCEPTED,EXACT,100,3104293,
Plectocephalus americanus (Nutt.) D.Don,Asteraceae,Plectocephalus americanus,Plectocephalus americanus (Nutt.) D.Don,ACCEPTED,EXACT,100,3128990,
Iochroma cyaneum (Lindl.) G.H.M.Lawr. & J.M.Tucker,Solanaceae,Iochroma cyaneum,Iochroma cyaneum (Lindl.) G.H.M.Lawr. & J.M.Tucker,SYNONYM,EXACT,100,7601504,
Arnica angustifolia Vahl,Asteraceae,Arnica angustifolia,Arnica angustifolia Vahl,ACCEPTED,EXACT,100,8138466,
Chamaecrista desvauxii var. mollissima (Benth.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista desvauxii mollissima,Chamaecrista desvauxii var. mollissima (Benth.) H.S.Irwin & Barneby,ACCEPTED,EXACT,100,2949951,
Jacaranda poitaei Urb.,Bignoniaceae,Jacaranda poitaei,Jacaranda poitaei Urb.,ACCEPTED,EXACT,100,4093419,
Phacelia arizonica A.Gray,Hydrophyllaceae,Phacelia arizonica,Phacelia arizonica A.Gray,ACCEPTED,EXACT,100,2928124,
Verbena bracteata Cav. ex Lag. & Rodr.,Verbenaceae,Verbena bracteata,Verbena bracteata Cav. ex Lag. & Rodr.,ACCEPTED,EXACT,100,2925532,
Penstemon utahensis Eastw.,Plantaginaceae,Penstemon utahensis,Penstemon utahensis Eastw.,ACCEPTED,EXACT,100,3171601,
Senna Mill.,Fabaceae,Senna,Senna Mill.,ACCEPTED,EXACT,100,2956904,
Polymnia uvedalia (L.) L.,Asteraceae,Polymnia uvedalia,Polymnia uvedalia (L.) L.,SYNONYM,EXACT,100,5404071,
Lantana exarata Urb. & Ekman,Verbenaceae,Lantana exarata,Lantana exarata Urb. & Ekman,ACCEPTED,EXACT,100,2925319,
Clematis baldwinii Torr. & A.Gray,Ranunculaceae,Clematis baldwinii,Clematis baldwinii Torr. & A.Gray,ACCEPTED,EXACT,100,3033600,
Mikania smaragdina Dusén ex Malme,Asteraceae,Mikania smaragdina,Mikania smaragdina Dusén ex Malme,ACCEPTED,EXACT,100,5398780,
Lobelia feayana A.Gray,Campanulaceae,Lobelia feayana,Lobelia feayana A.Gray,ACCEPTED,EXACT,100,5408735,
Solanum chilense (Dunal) Reiche,Solanaceae,Solanum chilense,Solanum chilense (Dunal) Reiche,ACCEPTED,EXACT,100,2931761,
Thysanocarpus curvipes subsp. curvipes,Brassicaceae,Thysanocarpus curvipes curvipes,Thysanocarpus curvipes subsp. curvipes,ACCEPTED,EXACT,100,7258967,
Chamerion angustifolium (L.) Holub,Onagraceae,Chamerion angustifolium,Chamerion angustifolium (L.) Holub,SYNONYM,EXACT,100,3188783,
Rhus aromatica var. trilobata (Nutt.) A.Gray,Anacardiaceae,Rhus aromatica trilobata,Rhus aromatica var. trilobata (Nutt.) A.Gray,SYNONYM,EXACT,100,7787374,
Primula alcalina Cholewa & D.M.Hend.,Primulaceae,Primula alcalina,Primula alcalina Cholewa & D.M.Hend.,ACCEPTED,EXACT,100,5414311,
Chamaecrista lamprosperma (Mart. ex Benth.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista lamprosperma,Chamaecrista lamprosperma (Mart. ex Benth.) H.S.Irwin & Barneby,ACCEPTED,EXACT,100,2949847,
Miconia stenostachya (Schrank & Mart.) DC.,Melastomataceae,Miconia stenostachya,Miconia stenostachya (Schrank & Mart.) DC.,ACCEPTED,EXACT,100,3865993,
Viola nuttallii Pursh,Violaceae,Viola nuttallii,Viola nuttallii Pursh,ACCEPTED,EXACT,100,5331211,
Erigeron pulchellus Michx.,Asteraceae,Erigeron pulchellus,Erigeron pulchellus Michx.,ACCEPTED,EXACT,100,7820446,
Ruellia inflata Rich.,Acanthaceae,Ruellia inflata,Ruellia inflata Rich.,ACCEPTED,EXACT,100,5574261,
Solidago rigida var. rigida,Asteraceae,Solidago rigida rigida,Solidago rigida var. rigida,SYNONYM,EXACT,100,6291271,
Coccoloba cowellii Britton,Polygonaceae,Coccoloba cowellii,Coccoloba cowellii Britton,ACCEPTED,EXACT,100,4033201,
Mimosa goldmanii B.L.Rob.,Fabaceae,Mimosa goldmanii,Mimosa goldmanii B.L.Rob.,ACCEPTED,EXACT,100,2969811,
Malacothrix torreyi A.Gray,Asteraceae,Malacothrix torreyi,Malacothrix torreyi A.Gray,ACCEPTED,EXACT,100,5387220,
Lamium purpureum L.,Lamiaceae,Lamium purpureum,Lamium purpureum L.,ACCEPTED,EXACT,100,2926682,
Erigeron strigosus var. beyrichii (Fisch. & C.A.Mey.) A.Gray,Asteraceae,Erigeron strigosus beyrichii,Erigeron strigosus var. beyrichii (Fisch. & C.A.Mey.) A.Gray,SYNONYM,EXACT,100,4211839,
Galipea jasminiflora (A.St.-Hil.) Engl.,Rutaceae,Galipea jasminiflora,Galipea jasminiflora (A.St.-Hil.) Engl.,ACCEPTED,EXACT,100,7269215,
Eupatorium solidaginifolium A.Gray,Asteraceae,Eupatorium solidaginifolium,Eupatorium solidaginifolium A.Gray,SYNONYM,EXACT,100,5404005,
Erigeron engelmannii var. engelmannii,Asteraceae,Erigeron engelmannii engelmannii,Erigeron engelmannii var. engelmannii,ACCEPTED,EXACT,100,4273779,
Physaria lepidota var. membranacea (Rollins) Rollins,Brassicaceae,Physaria lepidota membranacea,Physaria lepidota var. membranacea (Rollins) Rollins,SYNONYM,EXACT,100,6306718,
Mentzelia integra (M.E.Jones) Tidestr.,Loasaceae,Mentzelia integra,Mentzelia integra (M.E.Jones) Tidestr.,ACCEPTED,EXACT,100,5646532,
Ouratea candollei (Planch.) Tiegh.,Ochnaceae,Ouratea candollei,Ouratea candollei (Planch.) Tiegh.,ACCEPTED,EXACT,100,3696603,
Baccharis serrulata (Lam.) Pers.,Asteraceae,Baccharis serrulata,Baccharis serrulata (Lam.) Pers.,ACCEPTED,EXACT,100,7828357,
Barleria cristata L.,Acanthaceae,Barleria cristata,Barleria cristata L.,ACCEPTED,EXACT,100,3173128,
Tepuia tatei var. chimantana Steyerm. & Maguire,Ericaceae,Tepuia tatei chimantana,Tepuia tatei var. chimantana Steyerm. & Maguire,SYNONYM,EXACT,100,4169294,
Cryptantha flavoculata (A.Nelson) Payson,Boraginaceae,Cryptantha flavoculata,Cryptantha flavoculata (A.Nelson) Payson,SYNONYM,EXACT,100,2926249,
Lepidium montanum var. montanum,Brassicaceae,Lepidium montanum montanum,Lepidium montanum var. montanum,SYNONYM,EXACT,100,7847318,
Vernonanthura discolor (Spreng.) H.Rob.,Asteraceae,Vernonanthura discolor,Vernonanthura discolor (Spreng.) H.Rob.,ACCEPTED,EXACT,100,3124011,
Potentilla hippiana var. argyrea (Rydb.) B.Boivin,Rosaceae,Potentilla hippiana argyrea,Potentilla hippiana var. argyrea (Rydb.) B.Boivin,SYNONYM,EXACT,100,5367734,
Thermopsis montana var. ovata (B.L.Rob. ex Piper) H.St.John,Fabaceae,Thermopsis montana ovata,Thermopsis montana var. ovata (B.L.Rob. ex Piper) H.St.John,SYNONYM,EXACT,100,5360222,
Ranunculus uncinatus D.Don ex G.Don,Ranunculaceae,Ranunculus uncinatus,Ranunculus uncinatus D.Don ex G.Don,ACCEPTED,EXACT,100,3033395,
Schefflera lasiogyne Harms,Araliaceae,Schefflera lasiogyne,Schefflera lasiogyne Harms,SYNONYM,EXACT,100,3038726,
Erigeron platyphyllus Greene,Asteraceae,Erigeron platyphyllus,Erigeron platyphyllus Greene,SYNONYM,EXACT,100,3147008,
Caulanthus crassicaulis (Torr.) S.Watson,Brassicaceae,Caulanthus crassicaulis,Caulanthus crassicaulis (Torr.) S.Watson,SYNONYM,EXACT,100,3042044,
Hibiscus rosa-sinensis L.,Malvaceae,Hibiscus rosa-sinensis,Hibiscus rosa-sinensis L.,ACCEPTED,EXACT,100,3152559,
Erythroxylum urbanii O.E.Schulz,Erythroxylaceae,Erythroxylum urbanii,Erythroxylum urbanii O.E.Schulz,ACCEPTED,EXACT,100,2873942,
Abutilon permolle (Willd.) Sweet,Malvaceae,Abutilon permolle,Abutilon permolle (Willd.) Sweet,ACCEPTED,EXACT,100,3152600,
Penstemon caespitosus var. caespitosus,Plantaginaceae,Penstemon caespitosus caespitosus,Penstemon caespitosus var. caespitosus,ACCEPTED,EXACT,100,7096355,
Viburnum nudum L.,Viburnaceae,Viburnum nudum,Viburnum nudum L.,ACCEPTED,EXACT,100,2888627,
Cavanillesia hylogeiton Ulbr.,Malvaceae,Cavanillesia hylogeiton,Cavanillesia hylogeiton Ulbr.,ACCEPTED,EXACT,100,4073291,
Emilia fosbergii Nicolson,Asteraceae,Emilia fosbergii,Emilia fosbergii Nicolson,ACCEPTED,EXACT,100,5401508,
Eriogonum longifolium Nutt.,Polygonaceae,Eriogonum longifolium,Eriogonum longifolium Nutt.,ACCEPTED,EXACT,100,2889691,
Solanum umbelliferum Eschsch.,Solanaceae,Solanum umbelliferum,Solanum umbelliferum Eschsch.,ACCEPTED,EXACT,100,2932678,
Sanicula graveolens Poepp. ex DC.,Apiaceae,Sanicula graveolens,Sanicula graveolens Poepp. ex DC.,ACCEPTED,EXACT,100,3034858,
Lupinus argenteus var. myrianthus (Greene) Isely,Fabaceae,Lupinus argenteus myrianthus,Lupinus argenteus var. myrianthus (Greene) Isely,ACCEPTED,EXACT,100,2964194,
Origanum vulgare L.,Lamiaceae,Origanum vulgare,Origanum vulgare L.,ACCEPTED,EXACT,100,2926612,
Astragalus nuttallianus var. trichocarpus Torr. & A.Gray,Fabaceae,Astragalus nuttallianus trichocarpus,Astragalus nuttallianus var. trichocarpus Torr. & A.Gray,ACCEPTED,EXACT,100,5346455,
Macleania rupestris (Kunth) A.C.Sm.,Ericaceae,Macleania rupestris,Macleania rupestris (Kunth) A.C.Sm.,ACCEPTED,EXACT,100,4170327,
Mentzelia L.,Loasaceae,Mentzelia,Mentzelia L.,ACCEPTED,EXACT,100,2874733,
Machaeranthera canescens var. aristata (Eastw.) B.L.Turner,Asteraceae,Machaeranthera canescens aristata,Machaeranthera canescens var. aristata (Eastw.) B.L.Turner,SYNONYM,EXACT,100,4237336,
Chamaecrista pilosa var. pilosa,Fabaceae,Chamaecrista pilosa pilosa,Chamaecrista pilosa var. pilosa,ACCEPTED,EXACT,100,7067787,
Stokesia laevis (Hill) Greene,Asteraceae,Stokesia laevis,Stokesia laevis (Hill) Greene,ACCEPTED,EXACT,100,5403935,
Mikania officinalis Mart.,Asteraceae,Mikania officinalis,Mikania officinalis Mart.,ACCEPTED,EXACT,100,5398524,
Prockia crucis P.Browne ex L.,Salicaceae,Prockia crucis,Prockia crucis P.Browne ex L.,ACCEPTED,EXACT,100,2874114,
Aliciella subnuda (Torr. ex A.Gray) J.M.Porter,Polemoniaceae,Aliciella subnuda,Aliciella subnuda (Torr. ex A.Gray) J.M.Porter,ACCEPTED,EXACT,100,4056464,
Bidens tripartita L.,Asteraceae,Bidens tripartita,Bidens tripartita L.,ACCEPTED,EXACT,100,5391862,
Vaccinium elliottii Chapm.,Ericaceae,Vaccinium elliottii,Vaccinium elliottii Chapm.,SYNONYM,EXACT,100,2882911,
Talisia obovata A.C.Sm.,Sapindaceae,Talisia obovata,Talisia obovata A.C.Sm.,ACCEPTED,EXACT,100,3788068,
Gnaphalium obtusifolium L.,Asteraceae,Gnaphalium obtusifolium,Gnaphalium obtusifolium L.,SYNONYM,EXACT,100,5390165,
