guid,errors
b4eccb98-fd81-4dd2-b7aa-27fe15fdfb27,prediction class must be 'detected'
6d05e73f-95b1-42f7-b416-075c4ccabe57,prediction class must be 'detected'|certainty must be set to 'high' to load
7d6595ad-325e-4576-9a9e-e52408d696cc,prediction class must be 'detected'
d10c12dd-c430-4efb-9525-f1e4e1eb7be5,prediction class must be 'detected'
cc18497b-1518-4b58-9e0b-e1860068f05b,prediction class must be 'detected'
d77dbb8f-e0e3-4f64-8c3a-ff35fb967596,prediction class must be 'detected'
29077250-7f70-4281-bd0d-c62c5e4f674c,Field 'coordinate_uncertainty_meters' must be an integer
634651be-7163-4aba-97f2-bb90c22fad0d,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
311c1044-c6c8-4a66-851e-a795d8ed4480,prediction class must be 'detected'
08a686fb-b719-492a-bee9-88bef914d8b6,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
da4e02cf-2c80-4b4d-ac68-5758216a7a2d,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
6a427943-b577-460d-bc67-974083a5a4b2,prediction class must be 'detected'
3a837da9-97e9-41d2-86da-5996d6143398,prediction class must be 'detected'|certainty must be set to 'high' to load
588709b4-cbea-43ee-affc-e78188470677,prediction class must be 'detected'
eb979686-5088-4f72-9b2c-bffcf954eafc,prediction class must be 'detected'
5605c7bb-f417-4ad2-9746-27c04cdda3b5,prediction class must be 'detected'
d08950b5-bc26-4a70-88de-cdd4f30eb3b5,prediction class must be 'detected'
fd1214b9-8c2b-4c4f-a55d-1177f55465d9,prediction class must be 'detected'|certainty must be set to 'high' to load
0d3bda6a-1692-477a-a2f5-e4634e68b620,prediction class must be 'detected'
f8a85ceb-3a69-4d85-b05c-287943dda9cf,Field 'coordinate_uncertainty_meters' must be an integer
addfcee1-f02d-4166-a3ba-4d2a2f82596a,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
81359bd5-2421-43b8-bad9-f864604b8bc8,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
423bba63-11a3-490c-801a-e2061611626b,certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
91e02f60-afe0-4363-a7d9-4ee882161a96,prediction class must be 'detected'
2c682208-5559-49c0-b5d3-bc76ef732759,prediction class must be 'detected'
f52e514d-8787-4212-9e82-0f6cffcb1f10,prediction class must be 'detected'
6bd6d8b1-d6b0-4787-bf96-4d0595f68f9e,prediction class must be 'detected'
a436bfde-2bf5-41f4-ad2e-a54832671d9c,prediction class must be 'detected'
e7d70874-e00f-4e05-8257-f17a17e6ba68,prediction class must be 'detected'
2be6f262-9edb-4a94-b3fc-bef5f9c43ced,prediction class must be 'detected'|certainty must be set to 'high' to load
99d02cb6-4876-4d01-8976-d661d501474c,prediction class must be 'detected'
6a90fdc7-7c93-4691-ad55-31cb11764380,prediction class must be 'detected'
9ebc1015-ed52-4fc9-97f7-51ca29370de8,prediction class must be 'detected'
f6cfe171-e01d-4e8e-a733-93d25056704d,certainty must be set to 'high' to load
00d8ead9-6a13-417e-b567-2672cc92963d,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
a9e3f56e-c741-4895-b9b8-4a5240a5a5cf,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
5119d35c-1b4c-4479-a5d9-6bad995e5686,prediction class must be 'detected'
dea8c20e-b9cd-4a63-a37b-1b6147a77c43,prediction class must be 'detected'
ebe0205d-245f-4334-89a6-805c52721771,prediction class must be 'detected'
c8922b16-9167-407e-b8d9-2b375b5e2252,prediction class must be 'detected'
161688b9-0ec7-4617-bb29-0457b2e40b37,prediction class must be 'detected'
d5df1e7a-4d1b-46eb-b09f-2bb1f57888fa,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
552abf42-370e-4156-a737-1a54a810800c,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
ed923bae-2668-41a2-a357-a03c812ecd41,prediction class must be 'detected'|certainty must be set to 'high' to load
e4fde6e9-6f7f-46ee-ae2f-2e3c63c55967,prediction class must be 'detected'|certainty must be set to 'high' to load
3c519f54-200d-49a9-a2f2-5a0bf052cb64,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
1f0cd29e-1f52-4feb-a8fb-cfa91449ba0c,Field 'coordinate_uncertainty_meters' must be an integer
373d7de3-6c81-45e7-8b5c-89323348a548,prediction class must be 'detected'
02d35f4d-86ad-4088-89cd-ae1200c04bc1,Field 'coordinate_uncertainty_meters' must be an integer
50409950-73bb-47a8-aa0f-7984f1f0d4f1,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
4b91a8e7-6c33-4c83-bf8b-10bb23bcbf43,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
86c9cd96-a5de-4159-9d2e-df7e85769526,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
77b6d767-8cac-43e9-b697-7f6d93b6d5f6,prediction class must be 'detected'
4d53187c-e82d-470d-82b1-3f5bd1d87faf,prediction class must be 'detected'
d2e150dd-d2dc-45ac-956b-2699422f460f,prediction class must be 'detected'
356d8b90-8a28-465d-9c39-ae67c824f2b0,prediction class must be 'detected'
861eb8fa-243a-45a4-9acb-2e9057905a1b,Field 'coordinate_uncertainty_meters' must be an integer
157ad1ce-96dd-4887-93de-2ed214785f40,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
6788dbfc-8d93-45f1-8bc4-60eec9a46d22,prediction class must be 'detected'
fbb43229-98ca-47bb-b410-cc9569d5358c,prediction class must be 'detected'|certainty must be set to 'high' to load
ef8a3af7-5552-4030-8121-08450cb172b9,prediction class must be 'detected'|certainty must be set to 'high' to load
341fe4db-85de-43c0-9953-0894de3c2300,prediction class must be 'detected'
76ad666d-3f2c-42ba-b151-72c35ad1b984,prediction class must be 'detected'
b84cbc98-df91-439b-b70b-cfd114bfb738,prediction class must be 'detected'|certainty must be set to 'high' to load
bf0d2419-5505-4179-bfee-e57d2dae3513,prediction class must be 'detected'
9cb366d6-6e02-42af-b17f-973529608e66,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
a9936aeb-7810-4dd5-808d-0ae2e4d874d5,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
165a95b8-67f6-4369-9044-77f453b3ed8d,prediction class must be 'detected'
2a39e8ac-dbb5-4db3-ae67-e61883597dc6,prediction class must be 'detected'
a8915ae9-0808-44de-9449-b0630d36c940,prediction class must be 'detected'
4ebc726d-1f7d-4ceb-a1b7-e78469d1e021,prediction class must be 'detected'
3ac997ee-340b-481e-bea6-7bd617510dcd,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
7e7d4a6f-8980-4216-9343-8bf014853397,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
bd275745-4198-4a3a-a830-49ba83b4e7de,prediction class must be 'detected'
08163193-f8fb-4bbb-a7b6-23fe66afe574,prediction class must be 'detected'
85e304cc-f6fb-4d11-b636-6a675ebe3ae9,prediction class must be 'detected'
4449fb6b-1ea9-4c95-b9ea-07b30edc6ac7,prediction class must be 'detected'
5c52c15f-1fbd-4e32-95d9-891ff902994d,prediction class must be 'detected'
34ca7b60-1542-4df3-b285-fd3cda26393d,Field 'coordinate_uncertainty_meters' must be an integer
180b12c0-1a9d-4512-a17f-7a5419c5f115,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
61a2f6ca-38dd-4623-8743-3e22f174890f,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
8a83dab3-e933-4f5f-a646-4006d7b6f48b,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
b8d4ad8f-706a-424e-8875-e26bea6793e0,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
5cf6b533-8045-49f0-abbe-61ce82a8686b,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
c0ccfc1a-851b-48a5-99bf-06439d7c4c48,prediction class must be 'detected'
571184a0-e0b7-4b33-ba0d-f981362f27be,Invalid or empty latitude/longitude
943e46a8-6a37-4e56-b52a-cdccc3b518ac,prediction class must be 'detected'|Invalid or empty latitude/longitude
1f498a14-6158-4248-aeb5-d8e5f84539b9,prediction class must be 'detected'
f31dd4d5-4eef-414d-a698-84ee25835d69,prediction class must be 'detected'
714d3382-5308-41ac-bbab-c8c5ad94cc03,prediction class must be 'detected'
c2bf9b6a-ae88-445b-9f85-953abb32b17e,prediction class must be 'detected'
e87142fb-5cea-4206-b392-773b44d6205f,prediction class must be 'detected'
9a73ec90-100b-415d-92fa-3a903e5a137c,prediction class must be 'detected'
84409de5-0c9b-4df1-8659-7c414b37346f,prediction class must be 'detected'
d44af002-9115-484d-a62a-91c48a4485c8,prediction class must be 'detected'
7fe43b14-1d98-4cae-abc3-47601ff94e74,prediction class must be 'detected'
0b2644d2-bf4b-4f85-9316-6f3be58f4d0b,prediction class must be 'detected'
0293711b-089b-435d-8fe5-0679e4950b36,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
773e8a6e-aa11-4333-b16f-80d43272b0b5,certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
baf4b814-ed99-4962-8c07-cb851c753132,prediction class must be 'detected'|certainty must be set to 'high' to load
de1556a6-0d62-485d-8fec-c8f89c1b034d,prediction class must be 'detected'
b3df51d6-9fe7-493e-ac46-d7f0591d30e0,prediction class must be 'detected'|certainty must be set to 'high' to load
94728ca0-4345-45bd-89e4-f08b079a14bd,certainty must be set to 'high' to load
19078625-2b51-42bd-8a6b-0742a4b69407,Field 'coordinate_uncertainty_meters' must be an integer
2c93ce48-e719-4102-9af3-02368beb0663,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
e1acda4a-9b66-44ab-b082-a621d9c5fc7b,prediction class must be 'detected'
2355e176-3155-4ef4-8c2e-13c5f2e7bab2,prediction class must be 'detected'|certainty must be set to 'high' to load
5694cd9c-177d-4e03-aea5-9a4a33b60d25,prediction class must be 'detected'|certainty must be set to 'high' to load
4b196984-5df7-42cd-8e7b-09b83ed6618e,prediction class must be 'detected'
a2b69ea9-4d0c-4b0e-b071-85b5dfc6eb29,prediction class must be 'detected'
763cb5d5-f23a-49cd-afac-7f62bda35816,Field 'coordinate_uncertainty_meters' must be an integer
9a2ebb84-4567-4a8f-8284-c6e3d617456a,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
b6d03462-1982-445e-a9bc-3369e34f5b21,Field 'coordinate_uncertainty_meters' must be an integer
e5d596f8-ef3a-417e-9809-2a6c0642149e,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
cb7da1a4-4fe6-45d7-9664-6f87ffbc56bc,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
c9998464-2e25-4ee5-a528-1bc49e19f87f,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
d0fb6f1c-622a-4e20-ae6d-29e26f6119e9,prediction class must be 'detected'
c97c697e-2684-4628-8713-38eda04490df,prediction class must be 'detected'
972792b9-b719-4c4a-92d9-b2b3ee55384b,Field 'coordinate_uncertainty_meters' must be an integer
c31cc91c-2b2f-4872-a286-09263de02e6b,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
05da8b69-c0a6-4f64-adbf-f250bae152a9,prediction class must be 'detected'
022c76ef-3e21-476d-abff-b43ee7fd8e3c,certainty must be set to 'high' to load
9e290a9d-61bf-47ea-a3f6-0f6a4ea361b4,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
8801a854-dbd4-4fc4-8b86-a9df4a5f7da3,Field 'coordinate_uncertainty_meters' must be an integer
3a17b8e4-a8de-4dcf-8717-e95c818a9942,prediction class must be 'detected'
c554d94c-fff4-49ca-8326-43490aa1e226,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
8920126b-f0bc-485f-afbf-2eee396b33f3,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
cfbdfa76-b92a-4722-8d34-19ee96ca540f,Field 'coordinate_uncertainty_meters' must be an integer
096d63ba-22a4-44bd-a898-841211eb0cde,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
b1ce6dce-c40f-406b-8fb9-011b6eb6b07d,prediction class must be 'detected'
5ccf6bde-da0c-4fac-8afc-7c318d25945a,prediction class must be 'detected'
cfa44e38-9f73-41c0-971f-1790db5b3901,prediction class must be 'detected'
6987eee7-62d0-4af0-8e6e-e57456e9cada,prediction class must be 'detected'
aa317a6d-195e-494e-b9d4-8930ce1db70f,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
bc925358-7c5a-4108-969c-e491cdfaec7d,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
b6f55fa7-65aa-4127-9c54-69e31fa3c8ad,Field 'coordinate_uncertainty_meters' must be an integer
d3f423a6-7a0c-4e64-bff1-bc334e7adcc0,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
ab41bc40-5db6-4378-b1fe-61cdd66987e1,prediction class must be 'detected'
adfe2e00-46b3-4931-a13c-208749d16500,prediction class must be 'detected'
9909d77e-812e-4235-a135-a9739447eb1a,Field 'coordinate_uncertainty_meters' must be an integer
39220970-8d6a-494e-ac30-24cd911aac62,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
a7b6b3ce-ba6c-4d50-882d-94b45ec3b07e,Field 'coordinate_uncertainty_meters' must be an integer
4298b917-0f33-42ea-9a96-161b83288114,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
500d6b5f-9607-4a15-af64-6c484f5a961d,prediction class must be 'detected'
64eacc22-9785-4d62-8649-d9b254a4fbbf,certainty must be set to 'high' to load
1b25275c-5a47-4e0a-8e67-a45e097a5847,prediction class must be 'detected'
d826d1d3-c1e3-435b-99a1-c8d9136c3615,prediction class must be 'detected'
e16db0d7-e97a-4717-ad07-15864caeec26,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
001be449-dccf-464c-9ab9-74ea43793343,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
85fec5bf-06cb-4296-afa4-cfd1751eee6e,prediction class must be 'detected'
821684c5-932d-4efd-af5e-35503a9822f2,prediction class must be 'detected'
76caff7b-d119-4e98-872d-5fea4a904865,prediction class must be 'detected'
2f317069-2656-45c1-8217-fef9935a5d72,prediction class must be 'detected'
a7846692-c7d0-4bd4-b5e1-270fa208c46a,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
012bf480-d9c2-44cc-83de-8450e1dbfa3d,Field 'coordinate_uncertainty_meters' must be an integer
59d0507d-cbbe-474a-a147-9c6efbf25d76,prediction class must be 'detected'
be5e35bb-4542-42e6-9a16-32f8bbda5108,prediction class must be 'detected'
a8433ff0-3bbf-48cf-9818-820d35be2b6f,prediction class must be 'detected'
cd3d3885-a284-438a-a912-8146ea0bc068,prediction class must be 'detected'
bedccd73-67f5-4117-b850-a322e19e8e91,prediction class must be 'detected'
102ec8a7-f8ff-4c14-96df-06b86fc9afc9,prediction class must be 'detected'
3303d7e5-e319-431c-98b2-4753f4348531,prediction class must be 'detected'
5723371b-22f8-426d-b1aa-3f4c0471196c,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
400b92cc-3580-4fd5-860e-1ba7ae3b80af,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
860be9c0-261a-470e-a0a7-4d493e0d9c16,prediction class must be 'detected'
ffd90138-e0af-4daf-bee1-80b4fd1ffe93,Field 'coordinate_uncertainty_meters' must be an integer
945d4f3f-5f40-4e95-9bbb-64e86df3ff24,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
42c7db99-dc37-4d76-a51d-a6a68c24ef7c,prediction class must be 'detected'
75bcb86d-ac6e-4c39-a49d-8e68cfdfa1c9,prediction class must be 'detected'
a8c1b58d-9f7f-4ecf-9546-398b34d350f7,prediction class must be 'detected'|certainty must be set to 'high' to load
36aa9957-6f10-44b5-894a-ad5aaeee4675,prediction class must be 'detected'
562d4e02-da70-4ca3-bfdd-4c0b52a482e3,Field 'coordinate_uncertainty_meters' must be an integer
ae2d0098-4ef8-4535-9796-99910243794a,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
24dee26f-b237-4b84-9584-d4ace8935030,prediction class must be 'detected'
13051ace-ad6b-4b80-92c9-5f887ae168cd,Field 'coordinate_uncertainty_meters' must be an integer
d2879c14-2cc0-4c69-86a8-dba09530e83c,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
50a870d4-5f01-4509-81d1-37439df6417c,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
2541bfcd-dc93-4908-8d10-cebe4a554063,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
10c7ed32-81ab-4773-b418-06601889b5b5,prediction class must be 'detected'
3e544b41-1a85-46d2-8e2c-2b73ea5d634c,prediction class must be 'detected'
b454817c-4335-4f75-94af-6e4d8058283d,prediction class must be 'detected'|certainty must be set to 'high' to load
0066ec99-beb9-49a7-b271-8b7c9e66ba1e,prediction class must be 'detected'
4c515b74-582b-430b-9b4d-bec20b01dd5d,prediction class must be 'detected'
a5a17184-e21d-4519-9a5c-e282346ccd57,prediction class must be 'detected'
0eca2b2f-324f-4290-b8b8-fc52118f1e4e,prediction class must be 'detected'
f7f0c1eb-9f91-4784-b56f-94716f406dc5,prediction class must be 'detected'|certainty must be set to 'high' to load
a3879e65-2616-4451-ba77-8d72d9c22f07,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
3c9b5a37-9f85-485c-be89-abaec016e0d6,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
8a232191-358c-40be-a1ed-0a0916ce3577,prediction class must be 'detected'
f9759d33-69ea-4284-b09c-743fb1d9c3d2,prediction class must be 'detected'
9eee7a6f-f59b-4721-bed4-94074987f77a,prediction class must be 'detected'
15091d9c-7676-480d-8077-96f8dc5a1a71,prediction class must be 'detected'
e0f7a7f0-92b2-449f-af3d-1fe3583a0dab,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
52637c42-d5d6-49f4-9a22-3e9cc11d2745,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
bf27ac70-5537-42fc-a7e5-3c9d9df379af,Field 'coordinate_uncertainty_meters' must be an integer
5d60875f-5e5a-46e5-acc7-a0cd37017609,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
a7411f51-4335-4d6d-b676-cfa4cf02b88b,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
f7dcaec5-8147-4f1b-a966-e97b5e42b900,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
e8df07cc-4a99-4e3c-af0c-f9bc54bd2cc0,prediction class must be 'detected'
c932cca3-81b7-4acb-8afc-bbf438a49414,prediction class must be 'detected'
b8c998b8-3a45-4735-8d71-64c14e730282,prediction class must be 'detected'
4ba6cd38-f75e-414a-a622-b23a562c4fd3,prediction class must be 'detected'
3be5c4e6-299a-4cbd-bcfb-ae34576099f6,prediction class must be 'detected'
d966f896-39b1-4382-a353-c78e4ff263f9,prediction class must be 'detected'
f03ed0b9-1502-4232-a32a-2f711d4c56fc,prediction class must be 'detected'
33c30298-f941-4b21-ba32-cc8691e8ca2a,prediction class must be 'detected'|certainty must be set to 'high' to load
65e05a96-acd9-42ff-94b2-1ce33fa8748c,prediction class must be 'detected'|certainty must be set to 'high' to load
4dd3b287-76f7-4960-84df-f9b926d4520d,Invalid or empty latitude/longitude
ad49a540-7ac5-49dd-9a9e-be81ca5bea17,prediction class must be 'detected'|Invalid or empty latitude/longitude
d4b71b6b-fe8a-4645-82b2-ec10783f194a,prediction class must be 'detected'|certainty must be set to 'high' to load
1ff028d6-fb03-494a-acb6-345d8afa692b,Field 'coordinate_uncertainty_meters' must be an integer
4ffac794-43c3-4dfb-9d2a-b0a54d5f2266,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
17273361-2de4-4253-a7b2-efec6c284b97,prediction class must be 'detected'
6cb09a5b-9693-4927-b947-ead958ef68c9,Field 'coordinate_uncertainty_meters' must be an integer
7d3f835d-9aed-40a4-8dd5-18d61e5ef8fc,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
2996ce1c-5afb-4199-af06-03e01894760a,prediction class must be 'detected'
a35cda50-1947-4717-b1ba-c4fc670b71df,prediction class must be 'detected'
1917050d-2e77-43ef-adff-b1d28d90aa3e,prediction class must be 'detected'
34e08fe7-013b-47cd-bdb9-80d4e07f8030,Field 'coordinate_uncertainty_meters' must be an integer
3b88214b-2e99-4ea1-8bba-de06b4fe3fd0,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
b58b2f6d-0f60-4f75-986e-50d1dd9223c8,prediction class must be 'detected'
d8e4b4b6-38a5-4bbf-852f-dece627dcfab,prediction class must be 'detected'
da186697-ab6d-45a7-ba67-e6d7e38f0292,prediction class must be 'detected'
8e2174ae-4740-4d32-9783-8d75231788a0,prediction class must be 'detected'
bdf46f12-3555-42d2-8440-cf168d2585bb,prediction class must be 'detected'
04aa56ab-181a-497c-9179-2cf76f706436,prediction class must be 'detected'
58597876-b296-46da-8a8f-645a0c3c6d05,prediction class must be 'detected'
8a1a3978-bd59-4ce0-bcea-3612e703df83,prediction class must be 'detected'
b32a446a-d18a-41a2-9081-7ec91c276489,prediction class must be 'detected'
cdbb9c35-f9d4-40a3-80fb-c70795dbf075,prediction class must be 'detected'
bbc8f459-5c78-4545-8f6e-524389d513f2,prediction class must be 'detected'
8c3c3fb5-cc32-404f-8412-703ab5b161fe,prediction class must be 'detected'
34afad33-c694-410f-952c-5412220bb38a,prediction class must be 'detected'
7c042651-cf30-4eb6-9cb5-d10996c2cd25,prediction class must be 'detected'
89384fe0-3b4e-4180-97b1-26a1e33343e7,Field 'coordinate_uncertainty_meters' must be an integer
6a82192f-c89b-44e8-9df3-7b309859fd7c,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
e58835f1-f085-4e1c-8463-db25b392fbd8,prediction class must be 'detected'|certainty must be set to 'high' to load
945530da-6f16-4ad5-9e59-aaa76b169440,prediction class must be 'detected'
b9e12cf2-3a6a-4807-8afa-801e4332bd4f,prediction class must be 'detected'
1a86ef9d-5420-4420-b964-effc4aa6a81e,prediction class must be 'detected'|certainty must be set to 'high' to load
37757c35-353a-4d7e-93bb-5e3dad7d1b0d,prediction class must be 'detected'
5525a6ec-da6d-4a1a-bae1-b4b69d60f924,prediction class must be 'detected'|certainty must be set to 'high' to load
c53506ad-b8aa-4290-b636-1131c23895a0,prediction class must be 'detected'
aa103da7-78e8-4f51-abfa-a7692c4c3576,prediction class must be 'detected'
37ef584a-7a85-4b2b-a01c-90d2e2e06cc0,prediction class must be 'detected'
94b28250-a5f3-45b3-8d9a-4a24b9e294b8,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
14ad93ca-513f-4766-9c98-386108b49236,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
ded01dbb-7449-4cd2-97db-81f3d74ce50d,prediction class must be 'detected'
33abda93-2b7c-4f78-a76a-6cf8ce3f548b,prediction class must be 'detected'
21905182-aaf5-420f-b6fe-b9fe649edbc7,Field 'coordinate_uncertainty_meters' must be an integer
d1284a3b-c128-4117-abfc-d5393305cbc9,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
0f5de79d-da0b-4aed-a208-2a20d52876b7,prediction class must be 'detected'
bb073ffd-9359-417f-86fb-2a0819692447,prediction class must be 'detected'
81f7c18a-768c-4bbe-8ff9-8e0795b9772a,prediction class must be 'detected'|certainty must be set to 'high' to load
568928d5-c79f-4905-905b-1602c830618c,prediction class must be 'detected'
1619d0d3-bd11-4fc2-861e-8eab44486a3f,prediction class must be 'detected'|certainty must be set to 'high' to load
48576a4b-3329-446f-bf77-4b7aee4c7a92,certainty must be set to 'high' to load
f0ed41a0-3d64-4514-80f6-4bae3f82302c,prediction class must be 'detected'
c0f8465a-8039-4551-a6bb-78ff44235b48,Field 'coordinate_uncertainty_meters' must be an integer
71d981cb-ebcd-495b-8fc1-1183209f09d5,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
756e2aaa-a0fc-447e-8645-84b35e6a1c4b,prediction class must be 'detected'|certainty must be set to 'high' to load|Field 'coordinate_uncertainty_meters' must be an integer
2b5020cc-f27b-4b78-9320-11779987fa51,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
6ddeaad1-a3e0-4da6-8186-48c8ce0d4a17,Field 'coordinate_uncertainty_meters' must be an integer
10ff585f-5eef-4eb8-82e7-38fe1d4481c9,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
ea3f3663-9971-492c-9d07-72abba7b5441,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
cf4a282d-7e9f-4975-827b-423266408f45,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
7e4c2650-7125-4671-9714-be6838864cf3,prediction class must be 'detected'
7ee4859d-1ccd-4e1a-8a49-2d814b346157,prediction class must be 'detected'
c29c3bf3-57f7-45b8-afd4-9ae6d35e9658,prediction class must be 'detected'
2118f8e9-5658-4230-9bb8-554e12e0b7b9,prediction class must be 'detected'
871dd1d2-3b31-4ab6-8d40-666a16473905,prediction class must be 'detected'
99781ec8-3085-4c94-b8ef-4008f38a6f4c,prediction class must be 'detected'
a04ed282-6070-417c-8c02-36df54f39b3e,prediction class must be 'detected'
b80ac69f-6a13-4046-999a-8b31625ec104,prediction class must be 'detected'
e61e5e3b-20ea-4646-9bfc-c79ecacc55fc,Field 'coordinate_uncertainty_meters' must be an integer
6610f43a-5b2c-4043-be50-217163f0670f,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
4c2197a7-d7dd-410a-a4f1-4343cb5b62a3,prediction class must be 'detected'
148ba4d8-2460-4fbd-a59f-853f164ee1c0,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
f1957126-40a3-4885-88d4-0c231ca4ecc9,prediction class must be 'detected'|Field 'coordinate_uncertainty_meters' must be an integer
09fd7ec6-c10f-42ae-9fb3-09a8e7e7659e,prediction class must be 'detected'
0fe62484-2d01-4bd0-ad19-2bdc2666f6ba,prediction class must be 'detected'|certainty must be set to 'high' to load
ad42c8f8-454d-4342-abaa-45ac1c3d4ddb,prediction class must be 'detected'|certainty must be set to 'high' to load
f0742a5a-c495-4610-ac7f-3e91b6414f67,prediction class must be 'detected'
22772f2e-b085-4fa2-ae83-252caf0f3807,prediction class must be 'detected'|certainty must be set to 'high' to load
15c442c8-0962-41f7-8b89-9b8338df542d,prediction class must be 'detected'|certainty must be set to 'high' to load
80227a1e-b20a-48e6-b804-394d715b6e6f,Field 'coordinate_uncertainty_meters' must be an integer
