machine_learning_annotation_id,datasource,verbatim_date,day_of_year,year,latitude,longitude,coordinate_uncertainty_meters,family,count_family,genus,scientific_name,taxon_rank,trait,observed_image_guid,observed_image_url,observed_metadata_url,certainty,model_uri,prediction_probability,prediction_class,proportion_low_certainty_family,accuracy_excluding_low_certainty_family,accuracy_family
a129698b-1eca-4dcb-bdfa-67d1eb06478b,iNaturalist,4/29/21,119,2021,41.22574643,-124.1073637,1087,Nyctaginaceae,2024,Abronia,Abronia latifolia,species,flower,126554783,https://www.inaturalist.org/photos/126554783,https://www.inaturalist.org/observations/84ea1e0b-43e2-406f-bf37-88ef3705f433,high,10.57967/hf/2763,0.153198242,Not Detected,0.047924901,0.98858329,0.964920949
1f86ab5e-bbdc-4da1-b402-ba45d7f5fe34,iNaturalist,4/29/21,119,2021,41.22574643,-124.1073637,1087,Nyctaginaceae,2024,Abronia,Abronia latifolia,species,fruit,126554783,https://www.inaturalist.org/photos/126554783,https://www.inaturalist.org/observations/84ea1e0b-43e2-406f-bf37-88ef3705f433,high,10.57967/hf/2763,0.026504517,Not Detected,0.024209486,0.98278481,0.9743083
0ccbbfcc-8cc1-4e43-bc9a-c19e28a59ffc,iNaturalist,7/28/20,210,2020,51.70283,36.21077,NA,Asteraceae,104342,Sonchus,Sonchus arvensis,species,flower,88006193,https://www.inaturalist.org/photos/88006193,https://www.inaturalist.org/observations/8beb3ff6-6c8f-46fe-9e31-5146f5247e0e,high,10.57967/hf/2763,0.998046875,Detected,0.076009661,0.982813164,0.944087712
866192c8-ea73-4d09-972d-784b3de5c021,iNaturalist,7/28/20,210,2020,51.70283,36.21077,NA,Asteraceae,104342,Sonchus,Sonchus arvensis,species,fruit,88006193,https://www.inaturalist.org/photos/88006193,https://www.inaturalist.org/observations/8beb3ff6-6c8f-46fe-9e31-5146f5247e0e,high,10.57967/hf/2763,0.05166626,Not Detected,0.058126162,0.977909379,0.960054436
a8686d5a-630e-44d6-9220-7f806631ca9f,iNaturalist,3/1/23,60,2023,40.40115757,-80.13674558,27939,Limnanthaceae,160,Floerkea,Floerkea proserpinacoides,species,flower,259712143,https://www.inaturalist.org/photos/259712143,https://www.inaturalist.org/observations/78e46ba8-7385-4195-b56c-48587cf7a60a,high,10.57967/hf/2763,0.107788086,Not Detected,0.1125,0.985915493,0.9125
8b2cefd2-bd6f-4479-b763-363849dd126e,iNaturalist,3/1/23,60,2023,40.40115757,-80.13674558,27939,Limnanthaceae,160,Floerkea,Floerkea proserpinacoides,species,fruit,259712143,https://www.inaturalist.org/photos/259712143,https://www.inaturalist.org/observations/78e46ba8-7385-4195-b56c-48587cf7a60a,high,10.57967/hf/2763,0.017913818,Not Detected,0.0875,0.993150685,0.9875
36d94d8b-3857-4047-ae37-6373fdb2a007,iNaturalist,7/14/19,195,2019,50.90680638,-119.4389834,222,Rosaceae,20597,Rubus,Rubus parviflorus,species,flower,45352757,https://www.inaturalist.org/photos/45352757,https://www.inaturalist.org/observations/aa4372f2-552c-4d38-9d5e-49748ed165bb,low,10.57967/hf/2763,0.751464844,Not Detected,0.045006554,0.985815963,0.960722435
4246a0e5-eee0-4f95-a199-85c08a9b305d,iNaturalist,7/14/19,195,2019,50.90680638,-119.4389834,222,Rosaceae,20597,Rubus,Rubus parviflorus,species,fruit,45352757,https://www.inaturalist.org/photos/45352757,https://www.inaturalist.org/observations/aa4372f2-552c-4d38-9d5e-49748ed165bb,high,10.57967/hf/2763,0.183349609,Not Detected,0.040928291,0.977118558,0.962421712
5327b07f-fd88-4989-8300-e7d7fe8a57b9,iNaturalist,7/5/22,186,2022,34.18723667,-117.45067,3,Polygonaceae,7397,Eriogonum,Eriogonum elongatum,species,flower,212096827,https://www.inaturalist.org/photos/212096827,https://www.inaturalist.org/observations/b493e4f2-9bcc-4fc9-965f-13d5f98a2028,high,10.57967/hf/2763,0.058013916,Not Detected,0.167365148,0.962006819,0.866567527
8e119bee-7d79-451f-ac96-685a8bfa4a44,iNaturalist,7/5/22,186,2022,34.18723667,-117.45067,3,Polygonaceae,7397,Eriogonum,Eriogonum elongatum,species,fruit,212096827,https://www.inaturalist.org/photos/212096827,https://www.inaturalist.org/observations/b493e4f2-9bcc-4fc9-965f-13d5f98a2028,high,10.57967/hf/2763,0.009086609,Not Detected,0.087873462,0.967096487,0.942949845
658e2b7d-cebc-4898-8655-653120ab5b87,iNaturalist,5/18/19,138,2019,34.37986,-85.63031167,NA,Nyssaceae,95,Nyssa,Nyssa sylvatica,species,flower,39665041,https://www.inaturalist.org/photos/39665041,https://www.inaturalist.org/observations/93b0c92e-b25b-4fc3-a74a-870fdecd1da1,high,10.57967/hf/2763,0.040527344,Not Detected,0.115789474,0.964285714,0.957894737
f2490a0c-19d4-4bfa-b544-92fcfbbf762e,iNaturalist,5/18/19,138,2019,34.37986,-85.63031167,NA,Nyssaceae,95,Nyssa,Nyssa sylvatica,species,fruit,39665041,https://www.inaturalist.org/photos/39665041,https://www.inaturalist.org/observations/93b0c92e-b25b-4fc3-a74a-870fdecd1da1,high,10.57967/hf/2763,0.022720337,Not Detected,0.052631579,0.944444444,0.905263158
99a29e84-ac3c-4545-9755-de4aeb7f22b2,iNaturalist,4/17/12,108,2012,35.911368,-79.05566454,6,Primulaceae,12091,Lysimachia,Lysimachia arvensis,species,flower,250378,https://www.inaturalist.org/photos/250378,https://www.inaturalist.org/observations/a144db59-33be-4301-b7b9-eb7e7b6ae8c6,high,10.57967/hf/2763,0.980957031,Detected,0.027210322,0.993028397,0.98155653
bcfcca23-cb84-4c40-9601-40a50fc10796,iNaturalist,4/17/12,108,2012,35.911368,-79.05566454,6,Primulaceae,12091,Lysimachia,Lysimachia arvensis,species,fruit,250378,https://www.inaturalist.org/photos/250378,https://www.inaturalist.org/observations/a144db59-33be-4301-b7b9-eb7e7b6ae8c6,high,10.57967/hf/2763,0.155639648,Not Detected,0.036721528,0.975272602,0.961955173
a091a23b-600d-47e9-83ef-d86b5dc43abd,iNaturalist,11/9/16,314,2016,35.89695333,-106.2940533,NA,Fagaceae,3610,Quercus,Quercus gambelii,species,flower,5521657,https://www.inaturalist.org/photos/5521657,https://www.inaturalist.org/observations/12301b51-4cc3-4397-91a3-c992cc9ef4d3,high,10.57967/hf/2763,0.016098022,Not Detected,0.070637119,0.981818182,0.959279778
fb6bb601-b61c-4d46-80e3-88bd2de54a7f,iNaturalist,11/9/16,314,2016,35.89695333,-106.2940533,NA,Fagaceae,3610,Quercus,Quercus gambelii,species,fruit,5521657,https://www.inaturalist.org/photos/5521657,https://www.inaturalist.org/observations/12301b51-4cc3-4397-91a3-c992cc9ef4d3,high,10.57967/hf/2763,0.048675537,Not Detected,0.067867036,0.970282318,0.949030471
fef38ad9-fb35-4597-ae34-ed4d6d02a7b1,iNaturalist,5/7/10,127,2010,0.83134,24.33048,50,Achariaceae,39,Buchnerodendron,Buchnerodendron speciosum,species,flower,63998373,https://www.inaturalist.org/photos/63998373,https://www.inaturalist.org/observations/8334dfe1-8c95-4356-b08c-04bc2457cfa0,high,10.57967/hf/2763,0.994628906,Detected,0.051282051,1,1
f2aff8ee-7d96-4c51-b84b-ff863bae2b1d,iNaturalist,5/7/10,127,2010,0.83134,24.33048,50,Achariaceae,39,Buchnerodendron,Buchnerodendron speciosum,species,fruit,63998373,https://www.inaturalist.org/photos/63998373,https://www.inaturalist.org/observations/8334dfe1-8c95-4356-b08c-04bc2457cfa0,high,10.57967/hf/2763,0.023605347,Not Detected,0.051282051,0.972972973,0.923076923
4564beeb-f4a4-4c8a-bd16-9bcc9dcbf692,iNaturalist,4/10/21,100,2021,40.59142043,15.76136971,37,Lauraceae,1995,Laurus,Laurus nobilis,species,flower,120007820,https://www.inaturalist.org/photos/120007820,https://www.inaturalist.org/observations/9074b8d8-1d25-4c3e-9b85-dd02bb9da86c,high,10.57967/hf/2763,0.004383087,Not Detected,0.080200501,0.979291553,0.938345865
7c523878-70eb-45ca-ad92-40fb0f9602b4,iNaturalist,4/10/21,100,2021,40.59142043,15.76136971,37,Lauraceae,1995,Laurus,Laurus nobilis,species,fruit,120007820,https://www.inaturalist.org/photos/120007820,https://www.inaturalist.org/observations/9074b8d8-1d25-4c3e-9b85-dd02bb9da86c,high,10.57967/hf/2763,0.00712204,Not Detected,0.045112782,0.980052493,0.965413534
7cc7f98c-8a03-4b81-9e11-60bbe74e802f,iNaturalist,3/25/17,84,2017,4.602481259,-74.06511091,172,Rosaceae,20597,Potentilla,Potentilla indica,species,flower,6711196,https://www.inaturalist.org/photos/6711196,https://www.inaturalist.org/observations/26c7dc94-2777-4174-a60a-4d7cc1a63b60,high,10.57967/hf/2763,0.10559082,Not Detected,0.045006554,0.985815963,0.960722435
b87b787c-797f-478d-8d7f-306ecefd9636,iNaturalist,3/25/17,84,2017,4.602481259,-74.06511091,172,Rosaceae,20597,Potentilla,Potentilla indica,species,fruit,6711196,https://www.inaturalist.org/photos/6711196,https://www.inaturalist.org/observations/26c7dc94-2777-4174-a60a-4d7cc1a63b60,high,10.57967/hf/2763,0.973632813,Detected,0.040928291,0.977118558,0.962421712
3ba47f0a-15b2-472a-bed5-1f1f261a6b35,iNaturalist,4/12/21,102,2021,36.06790517,-80.24998682,65,Fabaceae,54776,Vicia,Vicia sativa,species,flower,120497724,https://www.inaturalist.org/photos/120497724,https://www.inaturalist.org/observations/fa665b78-303f-47b6-938b-87f24fa31a02,high,10.57967/hf/2763,0.997558594,Detected,0.04414342,0.986821498,0.964564773
caab3a78-9ad7-4b92-8895-bafdafd21e91,iNaturalist,4/12/21,102,2021,36.06790517,-80.24998682,65,Fabaceae,54776,Vicia,Vicia sativa,species,fruit,120497724,https://www.inaturalist.org/photos/120497724,https://www.inaturalist.org/observations/fa665b78-303f-47b6-938b-87f24fa31a02,high,10.57967/hf/2763,0.004116058,Not Detected,0.057835548,0.970043404,0.950836133
16199abb-efa7-4d37-b71a-d82a8810d669,iNaturalist,7/13/21,194,2021,-34.4139042,150.8546119,165,Lauraceae,1995,Cryptocarya,Cryptocarya glaucescens,species,flower,143102743,https://www.inaturalist.org/photos/143102743,https://www.inaturalist.org/observations/62b9798a-93af-48cb-904d-ced0c440f95b,high,10.57967/hf/2763,0.008415222,Not Detected,0.080200501,0.979291553,0.938345865
a78bf72b-b0d9-4be1-848b-d40000265fb5,iNaturalist,7/13/21,194,2021,-34.4139042,150.8546119,165,Lauraceae,1995,Cryptocarya,Cryptocarya glaucescens,species,fruit,143102743,https://www.inaturalist.org/photos/143102743,https://www.inaturalist.org/observations/62b9798a-93af-48cb-904d-ced0c440f95b,high,10.57967/hf/2763,0.986816406,Detected,0.045112782,0.980052493,0.965413534
e75b1ad5-5cdc-4cef-88e0-247bdc270c10,iNaturalist,10/22/19,295,2019,29.819766,-98.09462467,5,Fabaceae,54776,Senna,Senna lindheimeriana,species,flower,54708071,https://www.inaturalist.org/photos/54708071,https://www.inaturalist.org/observations/8e0384d7-ff75-4931-a5be-1ad17a9220d8,high,10.57967/hf/2763,0.989257813,Detected,0.04414342,0.986821498,0.964564773
3b1b3599-f008-45e5-bd29-ac0e4d22b78e,iNaturalist,10/22/19,295,2019,29.819766,-98.09462467,5,Fabaceae,54776,Senna,Senna lindheimeriana,species,fruit,54708071,https://www.inaturalist.org/photos/54708071,https://www.inaturalist.org/observations/8e0384d7-ff75-4931-a5be-1ad17a9220d8,low,10.57967/hf/2763,0.488037109,Not Detected,0.057835548,0.970043404,0.950836133
6693a146-d8b1-4e54-a495-39b1903e81c4,iNaturalist,6/17/21,168,2021,53.07937909,16.16762142,2,Polygonaceae,7397,Bistorta,Bistorta officinalis,species,flower,138624537,https://www.inaturalist.org/photos/138624537,https://www.inaturalist.org/observations/84be1260-983f-4b29-9d84-4b02cec62cba,high,10.57967/hf/2763,0.99609375,Detected,0.167365148,0.962006819,0.866567527
ce8bf03d-587e-4375-86bf-73c09bc287ef,iNaturalist,6/17/21,168,2021,53.07937909,16.16762142,2,Polygonaceae,7397,Bistorta,Bistorta officinalis,species,fruit,138624537,https://www.inaturalist.org/photos/138624537,https://www.inaturalist.org/observations/84be1260-983f-4b29-9d84-4b02cec62cba,high,10.57967/hf/2763,0.008743286,Not Detected,0.087873462,0.967096487,0.942949845
d3052229-8381-4176-a151-788c63645b03,iNaturalist,5/14/21,134,2021,49.1415548,9.133752175,15,Geraniaceae,15753,Geranium,Geranium robertianum,species,flower,128788450,https://www.inaturalist.org/photos/128788450,https://www.inaturalist.org/observations/4b3942e2-b79b-47e5-84b7-532c95ce18a8,high,10.57967/hf/2763,0.996582031,Detected,0.036881864,0.990508832,0.97644893
47f3bd63-2325-4a5b-b89a-7f2c50bf856e,iNaturalist,5/14/21,134,2021,49.1415548,9.133752175,15,Geraniaceae,15753,Geranium,Geranium robertianum,species,fruit,128788450,https://www.inaturalist.org/photos/128788450,https://www.inaturalist.org/observations/4b3942e2-b79b-47e5-84b7-532c95ce18a8,low,10.57967/hf/2763,0.230712891,Not Detected,0.171903764,0.930778076,0.867771218
dcd6a9ae-8ca6-4ddc-848f-a5126e1edaf7,iNaturalist,3/17/19,76,2019,33.677778,-111.809722,NA,Geraniaceae,15753,Erodium,Erodium texanum,species,flower,33036190,https://www.inaturalist.org/photos/33036190,https://www.inaturalist.org/observations/370967d4-425f-4ae7-84cc-fbed58a6c0cb,high,10.57967/hf/2763,0.926757813,Detected,0.036881864,0.990508832,0.97644893
6c15df0c-c467-4138-9ae8-2ada759592e3,iNaturalist,3/17/19,76,2019,33.677778,-111.809722,NA,Geraniaceae,15753,Erodium,Erodium texanum,species,fruit,33036190,https://www.inaturalist.org/photos/33036190,https://www.inaturalist.org/observations/370967d4-425f-4ae7-84cc-fbed58a6c0cb,high,10.57967/hf/2763,0.02897644,Not Detected,0.171903764,0.930778076,0.867771218
7292dd0d-bb32-4ed5-8994-bce472d8b5d7,iNaturalist,10/18/18,291,2018,19.58634607,-96.95751029,8,Bromeliaceae,1522,Tillandsia,Tillandsia multicaulis,species,flower,27332179,https://www.inaturalist.org/photos/27332179,https://www.inaturalist.org/observations/9853ce13-5b84-4355-bba8-0853e11a96b0,low,10.57967/hf/2763,0.793945313,Not Detected,0.292378449,0.939647168,0.774638633
88d22515-8952-4dda-a15a-0a525bb68a5e,iNaturalist,10/18/18,291,2018,19.58634607,-96.95751029,8,Bromeliaceae,1522,Tillandsia,Tillandsia multicaulis,species,fruit,27332179,https://www.inaturalist.org/photos/27332179,https://www.inaturalist.org/observations/9853ce13-5b84-4355-bba8-0853e11a96b0,high,10.57967/hf/2763,0.100341797,Not Detected,0.249014455,0.938757655,0.869250986
93c7621d-e527-47bb-bcfd-a8493217555f,iNaturalist,7/14/22,195,2022,55.94395776,-3.161374614,219,Asteraceae,104342,Achillea,Achillea millefolium,species,flower,214166820,https://www.inaturalist.org/photos/214166820,https://www.inaturalist.org/observations/cd0e67d6-9468-4b98-8146-68d1c9333961,high,10.57967/hf/2763,0.999511719,Detected,0.076009661,0.982813164,0.944087712
1472be95-794c-4168-b9a1-cf9a2172f4e9,iNaturalist,7/14/22,195,2022,55.94395776,-3.161374614,219,Asteraceae,104342,Achillea,Achillea millefolium,species,fruit,214166820,https://www.inaturalist.org/photos/214166820,https://www.inaturalist.org/observations/cd0e67d6-9468-4b98-8146-68d1c9333961,high,10.57967/hf/2763,0.004520416,Not Detected,0.058126162,0.977909379,0.960054436
d18af113-772b-4c94-9a10-0a9f1eb0663b,iNaturalist,5/20/23,140,2023,32.418605,-110.7303083,4,Violaceae,7225,Viola,Viola canadensis,species,flower,281546739,https://www.inaturalist.org/photos/281546739,https://www.inaturalist.org/observations/b5739d39-8752-4602-afc4-326cd122430d,high,10.57967/hf/2763,0.999023438,Detected,0.013148789,0.995511921,0.990034602
b9f4ab77-d11e-48b2-ac6e-7554acf28d75,iNaturalist,5/20/23,140,2023,32.418605,-110.7303083,4,Violaceae,7225,Viola,Viola canadensis,species,fruit,281546739,https://www.inaturalist.org/photos/281546739,https://www.inaturalist.org/observations/b5739d39-8752-4602-afc4-326cd122430d,high,10.57967/hf/2763,0.021331787,Not Detected,0.012595156,0.98345949,0.976193772
d05c2de0-8a3e-4253-a80e-f94eec44a2ef,iNaturalist,4/19/20,110,2020,38.26963833,-122.2386467,14,Boraginaceae,18082,Nemophila,Nemophila menziesii,species,flower,67695378,https://www.inaturalist.org/photos/67695378,https://www.inaturalist.org/observations/9611128f-b1f5-48d9-a7c2-ad67b3d61a48,high,10.57967/hf/2763,0.999023438,Detected,0.042307267,0.98995207,0.964882203
525d5252-5e72-475a-9c39-cc326e7c5911,iNaturalist,4/19/20,110,2020,38.26963833,-122.2386467,14,Boraginaceae,18082,Nemophila,Nemophila menziesii,species,fruit,67695378,https://www.inaturalist.org/photos/67695378,https://www.inaturalist.org/observations/9611128f-b1f5-48d9-a7c2-ad67b3d61a48,high,10.57967/hf/2763,0.001345634,Not Detected,0.032186705,0.981428571,0.9694171
a8299313-1ba9-474a-b2a3-62018fb4d9f5,iNaturalist,9/7/20,251,2020,52.03054167,-106.702705,717,Poaceae,11933,Sporobolus,Sporobolus rigidus rigidus,variety,flower,94325268,https://www.inaturalist.org/photos/94325268,https://www.inaturalist.org/observations/d3faed3b-a771-451b-9682-ae8d5e11ac99,high,10.57967/hf/2763,0.195922852,Not Detected,0.233470209,0.952880726,0.839101651
6bf0a255-58e2-4a45-9030-b0bbcc427394,iNaturalist,9/7/20,251,2020,52.03054167,-106.702705,717,Poaceae,11933,Sporobolus,Sporobolus rigidus rigidus,variety,fruit,94325268,https://www.inaturalist.org/photos/94325268,https://www.inaturalist.org/observations/d3faed3b-a771-451b-9682-ae8d5e11ac99,high,10.57967/hf/2763,0.09967041,Not Detected,0.204391184,0.946597851,0.88150507
3015cab2-7e82-465b-acd7-cca961df5c01,iNaturalist,5/11/21,131,2021,42.51632754,1.537736643,535,Brassicaceae,21075,Lunaria,Lunaria annua,species,flower,135998985,https://www.inaturalist.org/photos/135998985,https://www.inaturalist.org/observations/77270cfc-e3ba-4218-ac59-673f0c8f71d6,high,10.57967/hf/2763,0.99609375,Detected,0.10173191,0.982092864,0.920284698
bebc7401-0dc2-4c7e-b1c5-b057b7c76e0b,iNaturalist,5/11/21,131,2021,42.51632754,1.537736643,535,Brassicaceae,21075,Lunaria,Lunaria annua,species,fruit,135998985,https://www.inaturalist.org/photos/135998985,https://www.inaturalist.org/observations/77270cfc-e3ba-4218-ac59-673f0c8f71d6,high,10.57967/hf/2763,0.069152832,Not Detected,0.139691578,0.956262754,0.913262159
f4d76f24-317a-42fd-83db-79edb3f25f06,iNaturalist,6/23/21,174,2021,58.6688349,33.90096936,6,Caryophyllaceae,11578,Viscaria,Viscaria vulgaris,species,flower,139319407,https://www.inaturalist.org/photos/139319407,https://www.inaturalist.org/observations/73a621f2-d99d-4b0b-a07d-9456cea410c6,high,10.57967/hf/2763,0.96875,Detected,0.053549836,0.991604307,0.964588012
f70ba645-0739-4b6e-8509-35b4df0f33e9,iNaturalist,6/23/21,174,2021,58.6688349,33.90096936,6,Caryophyllaceae,11578,Viscaria,Viscaria vulgaris,species,fruit,139319407,https://www.inaturalist.org/photos/139319407,https://www.inaturalist.org/observations/73a621f2-d99d-4b0b-a07d-9456cea410c6,high,10.57967/hf/2763,0.047332764,Not Detected,0.042926239,0.978160816,0.965797202
b6274951-81a2-453a-9ee2-ed685c2c8836,iNaturalist,7/19/21,200,2021,54.8886097,23.806261,NA,Fabaceae,54776,Lotus,Lotus corniculatus,species,flower,144676274,https://www.inaturalist.org/photos/144676274,https://www.inaturalist.org/observations/f7e5fae6-7006-4aeb-8cf4-72a4783e2310,low,10.57967/hf/2763,0.665527344,Not Detected,0.04414342,0.986821498,0.964564773
20f766ad-b15b-459a-a259-1ceaa1d50f31,iNaturalist,7/19/21,200,2021,54.8886097,23.806261,NA,Fabaceae,54776,Lotus,Lotus corniculatus,species,fruit,144676274,https://www.inaturalist.org/photos/144676274,https://www.inaturalist.org/observations/f7e5fae6-7006-4aeb-8cf4-72a4783e2310,high,10.57967/hf/2763,0.035491943,Not Detected,0.057835548,0.970043404,0.950836133
c332bb75-c1ee-4750-9b9c-12ca74a05e5d,iNaturalist,6/3/22,154,2022,54.7205457,20.0521357,NA,Fabaceae,54776,Medicago,Medicago lupulina,species,flower,213888581,https://www.inaturalist.org/photos/213888581,https://www.inaturalist.org/observations/8e24a4af-c7c4-47f4-ae00-c3a001c017fe,high,10.57967/hf/2763,0.990722656,Detected,0.04414342,0.986821498,0.964564773
d60aa770-b387-46d8-b53c-6e0a942aa055,iNaturalist,6/3/22,154,2022,54.7205457,20.0521357,NA,Fabaceae,54776,Medicago,Medicago lupulina,species,fruit,213888581,https://www.inaturalist.org/photos/213888581,https://www.inaturalist.org/observations/8e24a4af-c7c4-47f4-ae00-c3a001c017fe,high,10.57967/hf/2763,0.014060974,Not Detected,0.057835548,0.970043404,0.950836133
29521acc-f0d1-472b-8fcd-31dfa66c35a4,iNaturalist,8/30/20,243,2020,42.94852226,-81.22625308,29,Asteraceae,104342,Solidago,Solidago rigida,species,flower,92750687,https://www.inaturalist.org/photos/92750687,https://www.inaturalist.org/observations/eefca86e-d6c4-48cc-9111-31b7605f99df,low,10.57967/hf/2763,0.600097656,Not Detected,0.076009661,0.982813164,0.944087712
7970ce6b-3c18-4c07-9e63-b93edb1f9eb0,iNaturalist,8/30/20,243,2020,42.94852226,-81.22625308,29,Asteraceae,104342,Solidago,Solidago rigida,species,fruit,92750687,https://www.inaturalist.org/photos/92750687,https://www.inaturalist.org/observations/eefca86e-d6c4-48cc-9111-31b7605f99df,high,10.57967/hf/2763,0.002901077,Not Detected,0.058126162,0.977909379,0.960054436
aa77ebca-8bf7-4f6c-bba9-4b6bfa17c58c,iNaturalist,9/22/19,265,2019,46.83524733,-89.54977244,5,Primulaceae,12091,Lysimachia,Lysimachia borealis,species,flower,52173562,https://www.inaturalist.org/photos/52173562,https://www.inaturalist.org/observations/2ff52ba3-7e33-48e9-92d5-40906f59ae47,high,10.57967/hf/2763,0.003593445,Not Detected,0.027210322,0.993028397,0.98155653
12054c04-43af-49aa-a507-7cfc4c65f1a5,iNaturalist,9/22/19,265,2019,46.83524733,-89.54977244,5,Primulaceae,12091,Lysimachia,Lysimachia borealis,species,fruit,52173562,https://www.inaturalist.org/photos/52173562,https://www.inaturalist.org/observations/2ff52ba3-7e33-48e9-92d5-40906f59ae47,low,10.57967/hf/2763,0.715820313,Detected,0.036721528,0.975272602,0.961955173
f79459f7-4265-407f-8a74-9305cdb955e3,iNaturalist,12/4/18,338,2018,32.93674857,-116.2662698,5,Asteraceae,104342,Ambrosia,Ambrosia dumosa,species,flower,28913583,https://www.inaturalist.org/photos/28913583,https://www.inaturalist.org/observations/9bc87d2b-e68a-469a-bd2a-a5adcc0c8345,low,10.57967/hf/2763,0.799316406,Not Detected,0.076009661,0.982813164,0.944087712
dd77f681-21ce-4337-8cae-fd53db8a90b7,iNaturalist,12/4/18,338,2018,32.93674857,-116.2662698,5,Asteraceae,104342,Ambrosia,Ambrosia dumosa,species,fruit,28913583,https://www.inaturalist.org/photos/28913583,https://www.inaturalist.org/observations/9bc87d2b-e68a-469a-bd2a-a5adcc0c8345,low,10.57967/hf/2763,0.484130859,Not Detected,0.058126162,0.977909379,0.960054436
48be34ab-d1ec-47d0-9807-c7650da41c25,iNaturalist,5/1/21,121,2021,38.91487833,-77.27900833,4,Lauraceae,1995,Sassafras,Sassafras albidum,species,flower,126689484,https://www.inaturalist.org/photos/126689484,https://www.inaturalist.org/observations/18278cc2-0cf1-4e5c-b6b8-c97363255d3e,low,10.57967/hf/2763,0.567871094,Not Detected,0.080200501,0.979291553,0.938345865
2c3ea7c7-b2df-4158-9470-005425c8c1a3,iNaturalist,5/1/21,121,2021,38.91487833,-77.27900833,4,Lauraceae,1995,Sassafras,Sassafras albidum,species,fruit,126689484,https://www.inaturalist.org/photos/126689484,https://www.inaturalist.org/observations/18278cc2-0cf1-4e5c-b6b8-c97363255d3e,high,10.57967/hf/2763,0.062927246,Not Detected,0.045112782,0.980052493,0.965413534
19a87705-31b7-4156-bca4-bce715147e46,iNaturalist,10/27/19,300,2019,-34.38939285,20.5418396,10,Bruniaceae,18,Berzelia,Berzelia cordifolia,species,flower,55291645,https://www.inaturalist.org/photos/55291645,https://www.inaturalist.org/observations/787662a1-7c8c-4411-8814-e867c2058fc8,high,10.57967/hf/2763,0.999023438,Detected,0.277777778,1,0.722222222
253d5dc7-e4c1-44a5-b76c-aaf70b10b2e6,iNaturalist,10/27/19,300,2019,-34.38939285,20.5418396,10,Bruniaceae,18,Berzelia,Berzelia cordifolia,species,fruit,55291645,https://www.inaturalist.org/photos/55291645,https://www.inaturalist.org/observations/787662a1-7c8c-4411-8814-e867c2058fc8,high,10.57967/hf/2763,0.00387001,Not Detected,0,1,1
c2455201-6bdb-486e-a085-f3249ffe1dc9,iNaturalist,8/5/22,217,2022,43.99115637,-72.15147701,2,Asteraceae,104342,Achillea,Achillea ptarmica,species,flower,220369467,https://www.inaturalist.org/photos/220369467,https://www.inaturalist.org/observations/b5b45a48-f14f-42af-948b-3bb9e418efae,high,10.57967/hf/2763,0.066101074,Not Detected,0.076009661,0.982813164,0.944087712
116867ba-7509-46d1-886a-180a250c68e9,iNaturalist,8/5/22,217,2022,43.99115637,-72.15147701,2,Asteraceae,104342,Achillea,Achillea ptarmica,species,fruit,220369467,https://www.inaturalist.org/photos/220369467,https://www.inaturalist.org/observations/b5b45a48-f14f-42af-948b-3bb9e418efae,high,10.57967/hf/2763,0.033721924,Not Detected,0.058126162,0.977909379,0.960054436
0b343a75-1e86-482a-8c9c-6c6c268366b0,iNaturalist,4/27/18,117,2018,38.48992287,-76.59298536,10,Anacardiaceae,1677,Toxicodendron,Toxicodendron radicans,species,flower,16472964,https://www.inaturalist.org/photos/16472964,https://www.inaturalist.org/observations/fc11d94b-67de-441c-9b52-79b03577b11f,high,10.57967/hf/2763,0.05090332,Not Detected,0.143112701,0.959638135,0.890280262
50d9330c-8ff1-4dee-ac00-af1416b22ddc,iNaturalist,4/27/18,117,2018,38.48992287,-76.59298536,10,Anacardiaceae,1677,Toxicodendron,Toxicodendron radicans,species,fruit,16472964,https://www.inaturalist.org/photos/16472964,https://www.inaturalist.org/observations/fc11d94b-67de-441c-9b52-79b03577b11f,high,10.57967/hf/2763,0.005302429,Not Detected,0.087060227,0.958197257,0.933214073
9b12df4c-5463-4e03-97ce-844ed053ef08,iNaturalist,10/12/18,285,2018,32.90301333,-105.156625,5,Cactaceae,22076,Cylindropuntia,Cylindropuntia imbricata imbricata,subspecies,flower,26536787,https://www.inaturalist.org/photos/26536787,https://www.inaturalist.org/observations/012b4c43-cbb4-4ec3-af3d-57b9bc67c67b,high,10.57967/hf/2763,0.085571289,Not Detected,0.047245878,0.984025103,0.965165791
58db8b87-f5f9-48dc-a1e0-7a5e506d092b,iNaturalist,10/12/18,285,2018,32.90301333,-105.156625,5,Cactaceae,22076,Cylindropuntia,Cylindropuntia imbricata imbricata,subspecies,fruit,26536787,https://www.inaturalist.org/photos/26536787,https://www.inaturalist.org/observations/012b4c43-cbb4-4ec3-af3d-57b9bc67c67b,low,10.57967/hf/2763,0.294189453,Not Detected,0.090686719,0.967619807,0.939391194
3b407448-d504-4ec3-af96-c9603c251daa,iNaturalist,7/27/13,208,2013,56.05302149,158.9716879,10,Salicaceae,1766,Populus,Populus suaveolens,species,flower,66797949,https://www.inaturalist.org/photos/66797949,https://www.inaturalist.org/observations/6ad096dc-646c-4dfa-a55b-140de1a1a7c5,high,10.57967/hf/2763,0.014900208,Not Detected,0.118346546,0.963391137,0.912231031
