machine_learning_annotation_id,datasource,verbatim_date,day_of_year,year,latitude,longitude,coordinate_uncertainty_meters,family,count_family,genus,scientific_name,taxon_rank,trait,observed_image_guid,observed_image_url,observed_metadata_url,certainty,model_uri,prediction_probability,prediction_class,proportion_low_certainty_family,accuracy_excluding_low_certainty_family,accuracy_family
321c552c-5e6c-4df4-a8ad-7693b08b2fad,iNaturalist,8/21/17,233,2017,-34.09719185,18.887887,70,Montiniaceae,3,Montinia,Montinia caryophyllacea,species,flower,12327603,https://www.inaturalist.org/photos/12327603,https://www.inaturalist.org/observations/97a14a44-ae24-4715-b66f-826eb53e466a,high,10.57967/hf/2763,0.999023438,Detected,0,1,1
5834c233-7b0d-44a2-9049-3fd30a607e94,iNaturalist,8/21/17,233,2017,-34.09719185,18.887887,70,Montiniaceae,3,Montinia,Montinia caryophyllacea,species,fruit,12327603,https://www.inaturalist.org/photos/12327603,https://www.inaturalist.org/observations/97a14a44-ae24-4715-b66f-826eb53e466a,high,10.57967/hf/2763,0.015014648,Not Detected,0,1,1
2bacac71-90ec-413d-9c8b-4673143c6505,iNaturalist,3/17/19,76,2019,30.8656001,-86.83208149,66,Asteraceae,104342,Cirsium,Cirsium horridulum,species,flower,32974174,https://www.inaturalist.org/photos/32974174,https://www.inaturalist.org/observations/164a548d-c2bb-4ac2-8571-37b26a6adada,high,10.57967/hf/2763,0.999511719,Detected,0.076009661,0.982813164,0.944087712
75df2393-c9f6-43b5-8e4a-f51c09fe352c,iNaturalist,3/17/19,76,2019,30.8656001,-86.83208149,66,Asteraceae,104342,Cirsium,Cirsium horridulum,species,fruit,32974174,https://www.inaturalist.org/photos/32974174,https://www.inaturalist.org/observations/164a548d-c2bb-4ac2-8571-37b26a6adada,high,10.57967/hf/2763,0.006340027,Not Detected,0.058126162,0.977909379,0.960054436
4a15f7ac-5ab7-41ae-b9c6-ac5ef5ef8dcd,iNaturalist,4/14/19,104,2019,40.0902715,-83.10455829,22,Papaveraceae,16324,Dicentra,Dicentra cucullaria,species,flower,34842232,https://www.inaturalist.org/photos/34842232,https://www.inaturalist.org/observations/e794559a-38a7-4b5b-94bc-de16eb5e3b14,high,10.57967/hf/2763,0.998535156,Detected,0.052499387,0.986164091,0.956995834
64175f77-2b07-46af-9662-7fb3cc3dbfaa,iNaturalist,4/14/19,104,2019,40.0902715,-83.10455829,22,Papaveraceae,16324,Dicentra,Dicentra cucullaria,species,fruit,34842232,https://www.inaturalist.org/photos/34842232,https://www.inaturalist.org/observations/e794559a-38a7-4b5b-94bc-de16eb5e3b14,high,10.57967/hf/2763,0.005489349,Not Detected,0.061565793,0.952085645,0.927407498
b6773cc6-49ea-4e2d-b680-6743b9d30ed7,iNaturalist,12/18/17,352,2017,39.00132486,-77.06632334,150,Brassicaceae,21075,Alliaria,Alliaria petiolata,species,flower,12447732,https://www.inaturalist.org/photos/12447732,https://www.inaturalist.org/observations/6fc9a225-3274-4448-89cc-28b253f7a776,high,10.57967/hf/2763,0.001394272,Not Detected,0.10173191,0.982092864,0.920284698
90cb0e09-3bf0-4c39-85f3-1c5fe2e57e18,iNaturalist,12/18/17,352,2017,39.00132486,-77.06632334,150,Brassicaceae,21075,Alliaria,Alliaria petiolata,species,fruit,12447732,https://www.inaturalist.org/photos/12447732,https://www.inaturalist.org/observations/6fc9a225-3274-4448-89cc-28b253f7a776,high,10.57967/hf/2763,0.005062103,Not Detected,0.139691578,0.956262754,0.913262159
4e55b9f8-a76d-4716-9415-845cebaf75c4,iNaturalist,6/18/18,169,2018,36.19533455,-112.0506729,10,Polemoniaceae,5220,Ipomopsis,Ipomopsis aggregata,species,flower,20013008,https://www.inaturalist.org/photos/20013008,https://www.inaturalist.org/observations/f0436cd2-d8c0-4774-8e02-919022af5f1d,high,10.57967/hf/2763,0.998535156,Detected,0.027777778,0.993694581,0.981609195
7e30759f-c5ef-42a7-841d-3102dca01d9f,iNaturalist,6/18/18,169,2018,36.19533455,-112.0506729,10,Polemoniaceae,5220,Ipomopsis,Ipomopsis aggregata,species,fruit,20013008,https://www.inaturalist.org/photos/20013008,https://www.inaturalist.org/observations/f0436cd2-d8c0-4774-8e02-919022af5f1d,high,10.57967/hf/2763,0.042877197,Not Detected,0.019348659,0.986130104,0.979885057
7b05abbb-745a-45a8-b68c-14cf89396dca,iNaturalist,7/7/19,188,2019,53.39043686,-2.646700369,8,Primulaceae,12091,Lysimachia,Lysimachia punctata,species,flower,44200358,https://www.inaturalist.org/photos/44200358,https://www.inaturalist.org/observations/3d9a3797-bce7-4423-8314-86f75771456a,high,10.57967/hf/2763,0.999023438,Detected,0.027210322,0.993028397,0.98155653
643e3efe-b653-4a09-9ad7-9a866310e4f2,iNaturalist,7/7/19,188,2019,53.39043686,-2.646700369,8,Primulaceae,12091,Lysimachia,Lysimachia punctata,species,fruit,44200358,https://www.inaturalist.org/photos/44200358,https://www.inaturalist.org/observations/3d9a3797-bce7-4423-8314-86f75771456a,high,10.57967/hf/2763,0.002243042,Not Detected,0.036721528,0.975272602,0.961955173
df8a9d50-c169-421c-b930-bc1b0b46e6ff,iNaturalist,10/23/22,296,2022,47.77092743,16.80147362,NA,Asteraceae,104342,Pentanema,Pentanema britannica,species,flower,239074793,https://www.inaturalist.org/photos/239074793,https://www.inaturalist.org/observations/de98cb77-4f4d-4c3d-afdb-8bc6bff8b467,high,10.57967/hf/2763,0.999023438,Detected,0.076009661,0.982813164,0.944087712
37144ade-01ca-49a1-aeaa-3cbbb496a7ff,iNaturalist,10/23/22,296,2022,47.77092743,16.80147362,NA,Asteraceae,104342,Pentanema,Pentanema britannica,species,fruit,239074793,https://www.inaturalist.org/photos/239074793,https://www.inaturalist.org/observations/de98cb77-4f4d-4c3d-afdb-8bc6bff8b467,high,10.57967/hf/2763,0.003580093,Not Detected,0.058126162,0.977909379,0.960054436
25d259f3-247b-4238-b56d-86db426b407f,iNaturalist,1/23/20,23,2020,-32.05867,26.78594833,10,Fabaceae,54776,Vachellia,Vachellia karroo,species,flower,60639499,https://www.inaturalist.org/photos/60639499,https://www.inaturalist.org/observations/159d7c01-d5b5-42b8-9441-4bab7f922a45,high,10.57967/hf/2763,0.999023438,Detected,0.04414342,0.986821498,0.964564773
96c9726c-9c62-4d9e-8bcd-90d47abc1211,iNaturalist,1/23/20,23,2020,-32.05867,26.78594833,10,Fabaceae,54776,Vachellia,Vachellia karroo,species,fruit,60639499,https://www.inaturalist.org/photos/60639499,https://www.inaturalist.org/observations/159d7c01-d5b5-42b8-9441-4bab7f922a45,high,10.57967/hf/2763,0.007575989,Not Detected,0.057835548,0.970043404,0.950836133
07ef13ac-d1ff-46c5-921b-ba47ffe2b110,iNaturalist,4/2/23,92,2023,37.51162833,-121.8111033,3,Phrymaceae,3998,Diplacus,Diplacus aurantiacus,species,flower,264920827,https://www.inaturalist.org/photos/264920827,https://www.inaturalist.org/observations/e9d3a1e6-a20b-4293-8b1d-29bce0a4f997,high,10.57967/hf/2763,0.999511719,Detected,0.009254627,0.994698309,0.990245123
837ff858-5311-4a0d-809c-f03db9622eae,iNaturalist,4/2/23,92,2023,37.51162833,-121.8111033,3,Phrymaceae,3998,Diplacus,Diplacus aurantiacus,species,fruit,264920827,https://www.inaturalist.org/photos/264920827,https://www.inaturalist.org/observations/e9d3a1e6-a20b-4293-8b1d-29bce0a4f997,high,10.57967/hf/2763,0.005081177,Not Detected,0.015757879,0.98068615,0.974237119
ddf129cb-a43f-4294-b3eb-a4905ed527f8,iNaturalist,10/16/19,289,2019,46.00867965,-59.94159197,8,Aquifoliaceae,2606,Ilex,Ilex verticillata,species,flower,54290284,https://www.inaturalist.org/photos/54290284,https://www.inaturalist.org/observations/e0939d95-8816-4082-873a-a97615bc09a5,high,10.57967/hf/2763,0.004055023,Not Detected,0.022640061,0.987043581,0.981580967
93377151-d0c5-40de-b36b-fc7b3487d997,iNaturalist,10/16/19,289,2019,46.00867965,-59.94159197,8,Aquifoliaceae,2606,Ilex,Ilex verticillata,species,fruit,54290284,https://www.inaturalist.org/photos/54290284,https://www.inaturalist.org/observations/e0939d95-8816-4082-873a-a97615bc09a5,high,10.57967/hf/2763,0.994628906,Detected,0.029930929,0.981803797,0.967382962
55df11fe-1714-4e05-93ef-1c7162195da2,iNaturalist,3/5/16,65,2016,30.707281,-97.273335,3,Boraginaceae,18082,Buglossoides,Buglossoides arvensis,species,flower,3137543,https://www.inaturalist.org/photos/3137543,https://www.inaturalist.org/observations/8adc6253-50cc-43fd-8297-767b82b31612,high,10.57967/hf/2763,0.998046875,Detected,0.042307267,0.98995207,0.964882203
a04dd8b5-ceb1-4eb7-8aee-42fde3dec70f,iNaturalist,3/5/16,65,2016,30.707281,-97.273335,3,Boraginaceae,18082,Buglossoides,Buglossoides arvensis,species,fruit,3137543,https://www.inaturalist.org/photos/3137543,https://www.inaturalist.org/observations/8adc6253-50cc-43fd-8297-767b82b31612,high,10.57967/hf/2763,0.00831604,Not Detected,0.032186705,0.981428571,0.9694171
8c8478cc-31d4-4aa8-b0b8-09441921fbb5,iNaturalist,3/22/20,82,2020,35.49043667,-120.6662917,65,Orobanchaceae,9453,Castilleja,Castilleja foliolosa,species,flower,64261509,https://www.inaturalist.org/photos/64261509,https://www.inaturalist.org/observations/5d790e07-f1ba-42e7-acc0-fa6278a363e3,high,10.57967/hf/2763,0.997558594,Detected,0.062837195,0.981036234,0.940547974
b4eccb98-fd81-4dd2-b7aa-27fe15fdfb27,iNaturalist,3/22/20,82,2020,35.49043667,-120.6662917,65,Orobanchaceae,9453,Castilleja,Castilleja foliolosa,species,fruit,64261509,https://www.inaturalist.org/photos/64261509,https://www.inaturalist.org/observations/5d790e07-f1ba-42e7-acc0-fa6278a363e3,high,10.57967/hf/2763,0.004810333,Not Detected,0.05627843,0.971639951,0.951443986
f5a3d1d1-0cba-4a05-9785-fbbdf16ab07e,iNaturalist,9/3/18,246,2018,42.33798433,-73.62523237,9,Balsaminaceae,3471,Impatiens,Impatiens pallida,species,flower,25008839,https://www.inaturalist.org/photos/25008839,https://www.inaturalist.org/observations/4cd295c1-37ba-4d67-af3f-9623b34a59e4,high,10.57967/hf/2763,0.998535156,Detected,0.025929127,0.990239574,0.978392394
6d05e73f-95b1-42f7-b416-075c4ccabe57,iNaturalist,9/3/18,246,2018,42.33798433,-73.62523237,9,Balsaminaceae,3471,Impatiens,Impatiens pallida,species,fruit,25008839,https://www.inaturalist.org/photos/25008839,https://www.inaturalist.org/observations/4cd295c1-37ba-4d67-af3f-9623b34a59e4,low,10.57967/hf/2763,0.241699219,Not Detected,0.106885624,0.934193548,0.902333621
2030e1bb-e091-4a45-ba17-7099931f1ad7,iNaturalist,4/12/19,102,2019,33.71904217,-115.8104493,7,Malvaceae,10422,Sphaeralcea,Sphaeralcea ambigua,species,flower,34696327,https://www.inaturalist.org/photos/34696327,https://www.inaturalist.org/observations/4e78fd84-5d90-481e-ab1d-8cc68c9c9a50,high,10.57967/hf/2763,0.998535156,Detected,0.054404145,0.984677829,0.963250816
7d6595ad-325e-4576-9a9e-e52408d696cc,iNaturalist,4/12/19,102,2019,33.71904217,-115.8104493,7,Malvaceae,10422,Sphaeralcea,Sphaeralcea ambigua,species,fruit,34696327,https://www.inaturalist.org/photos/34696327,https://www.inaturalist.org/observations/4e78fd84-5d90-481e-ab1d-8cc68c9c9a50,high,10.57967/hf/2763,0.088500977,Not Detected,0.09892535,0.95250772,0.915179428
d10c12dd-c430-4efb-9525-f1e4e1eb7be5,iNaturalist,5/18/21,138,2021,49.14355151,16.87084494,3,Geraniaceae,15753,Geranium,Geranium pusillum,species,flower,129880783,https://www.inaturalist.org/photos/129880783,https://www.inaturalist.org/observations/c6226cbe-8cd1-4f5f-9a42-45169ba60554,high,10.57967/hf/2763,0.030151367,Not Detected,0.036881864,0.990508832,0.97644893
cc18497b-1518-4b58-9e0b-e1860068f05b,iNaturalist,5/18/21,138,2021,49.14355151,16.87084494,3,Geraniaceae,15753,Geranium,Geranium pusillum,species,fruit,129880783,https://www.inaturalist.org/photos/129880783,https://www.inaturalist.org/observations/c6226cbe-8cd1-4f5f-9a42-45169ba60554,high,10.57967/hf/2763,0.02456665,Not Detected,0.171903764,0.930778076,0.867771218
dcce86f3-ce5b-409e-bcda-557deb9e676e,iNaturalist,7/23/16,205,2016,46.2297378,-64.3105862,200,Apiaceae,11971,Sium,Sium suave,species,flower,65181639,https://www.inaturalist.org/photos/65181639,https://www.inaturalist.org/observations/5861c0ca-d1ce-4385-876c-fcd46cb377f4,high,10.57967/hf/2763,0.999023438,Detected,0.134157547,0.968644477,0.895664523
d77dbb8f-e0e3-4f64-8c3a-ff35fb967596,iNaturalist,7/23/16,205,2016,46.2297378,-64.3105862,200,Apiaceae,11971,Sium,Sium suave,species,fruit,65181639,https://www.inaturalist.org/photos/65181639,https://www.inaturalist.org/observations/5861c0ca-d1ce-4385-876c-fcd46cb377f4,high,10.57967/hf/2763,0.003511429,Not Detected,0.09539721,0.966663589,0.937348592
29077250-7f70-4281-bd0d-c62c5e4f674c,iNaturalist,10/23/22,296,2022,41.45878983,2.213461876,NA,Apiaceae,11971,Foeniculum,Foeniculum vulgare,species,flower,239132114,https://www.inaturalist.org/photos/239132114,https://www.inaturalist.org/observations/2ee02537-9d85-4a96-8600-cbe0143d4285,high,10.57967/hf/2763,0.9609375,Detected,0.134157547,0.968644477,0.895664523
634651be-7163-4aba-97f2-bb90c22fad0d,iNaturalist,10/23/22,296,2022,41.45878983,2.213461876,NA,Apiaceae,11971,Foeniculum,Foeniculum vulgare,species,fruit,239132114,https://www.inaturalist.org/photos/239132114,https://www.inaturalist.org/observations/2ee02537-9d85-4a96-8600-cbe0143d4285,low,10.57967/hf/2763,0.362060547,Not Detected,0.09539721,0.966663589,0.937348592
18b74e4e-cb8c-4c71-913e-9ce41fab63bf,iNaturalist,6/24/22,175,2022,43.51296667,-72.11555556,10,Caryophyllaceae,11578,Silene,Silene flos-cuculi,species,flower,213996887,https://www.inaturalist.org/photos/213996887,https://www.inaturalist.org/observations/e34f53ee-f312-4059-a893-0d6a77eb6ca5,high,10.57967/hf/2763,0.995117188,Detected,0.053549836,0.991604307,0.964588012
311c1044-c6c8-4a66-851e-a795d8ed4480,iNaturalist,6/24/22,175,2022,43.51296667,-72.11555556,10,Caryophyllaceae,11578,Silene,Silene flos-cuculi,species,fruit,213996887,https://www.inaturalist.org/photos/213996887,https://www.inaturalist.org/observations/e34f53ee-f312-4059-a893-0d6a77eb6ca5,high,10.57967/hf/2763,0.015014648,Not Detected,0.042926239,0.978160816,0.965797202
08a686fb-b719-492a-bee9-88bef914d8b6,iNaturalist,4/29/19,119,2019,34.26812744,-118.3660126,NA,Asteraceae,104342,Artemisia,Artemisia californica,species,flower,37310256,https://www.inaturalist.org/photos/37310256,https://www.inaturalist.org/observations/bf885241-f1a3-4324-baff-6e854d8445e0,high,10.57967/hf/2763,0.008255005,Not Detected,0.076009661,0.982813164,0.944087712
da4e02cf-2c80-4b4d-ac68-5758216a7a2d,iNaturalist,4/29/19,119,2019,34.26812744,-118.3660126,NA,Asteraceae,104342,Artemisia,Artemisia californica,species,fruit,37310256,https://www.inaturalist.org/photos/37310256,https://www.inaturalist.org/observations/bf885241-f1a3-4324-baff-6e854d8445e0,high,10.57967/hf/2763,0.008712769,Not Detected,0.058126162,0.977909379,0.960054436
73e1aaf5-0cc1-4e5e-8a86-180510c85463,iNaturalist,8/16/21,228,2021,44.81934906,7.208983202,39,Lythraceae,2280,Lythrum,Lythrum salicaria,species,flower,151150047,https://www.inaturalist.org/photos/151150047,https://www.inaturalist.org/observations/6183dad9-7989-4eb4-9084-a05377373db9,high,10.57967/hf/2763,0.999511719,Detected,0.031140351,0.993662291,0.976754386
6a427943-b577-460d-bc67-974083a5a4b2,iNaturalist,8/16/21,228,2021,44.81934906,7.208983202,39,Lythraceae,2280,Lythrum,Lythrum salicaria,species,fruit,151150047,https://www.inaturalist.org/photos/151150047,https://www.inaturalist.org/observations/6183dad9-7989-4eb4-9084-a05377373db9,high,10.57967/hf/2763,0.002767563,Not Detected,0.040789474,0.975765889,0.958333333
3a837da9-97e9-41d2-86da-5996d6143398,iNaturalist,7/9/21,190,2021,46.31317473,-83.87894254,8,Orchidaceae,28821,Epipactis,Epipactis helleborine,species,flower,142111792,https://www.inaturalist.org/photos/142111792,https://www.inaturalist.org/observations/270939da-39bd-41c4-ae65-a34f661dded6,low,10.57967/hf/2763,0.334228516,Not Detected,0.050067659,0.986668128,0.956732938
588709b4-cbea-43ee-affc-e78188470677,iNaturalist,7/9/21,190,2021,46.31317473,-83.87894254,8,Orchidaceae,28821,Epipactis,Epipactis helleborine,species,fruit,142111792,https://www.inaturalist.org/photos/142111792,https://www.inaturalist.org/observations/270939da-39bd-41c4-ae65-a34f661dded6,high,10.57967/hf/2763,0.218505859,Not Detected,0.036084799,0.98491775,0.971617917
45e35657-6e85-4328-b0f3-b84869f2cbba,iNaturalist,8/16/20,229,2020,43.74407251,-66.11986977,4,Lamiaceae,39282,Mentha,Mentha arvensis,species,flower,90366719,https://www.inaturalist.org/photos/90366719,https://www.inaturalist.org/observations/28d741fb-9725-4552-b7c3-3af50debacd2,high,10.57967/hf/2763,0.999511719,Detected,0.04042564,0.989308643,0.968306094
eb979686-5088-4f72-9b2c-bffcf954eafc,iNaturalist,8/16/20,229,2020,43.74407251,-66.11986977,4,Lamiaceae,39282,Mentha,Mentha arvensis,species,fruit,90366719,https://www.inaturalist.org/photos/90366719,https://www.inaturalist.org/observations/28d741fb-9725-4552-b7c3-3af50debacd2,high,10.57967/hf/2763,0.003026962,Not Detected,0.04719719,0.980629475,0.963291075
ae28d233-4742-4bc6-b011-3a6eeae452b2,iNaturalist,3/27/19,86,2019,36.31652895,-82.32431874,4,Brassicaceae,21075,Mummenhoffia,Mummenhoffia alliacea,species,flower,33567799,https://www.inaturalist.org/photos/33567799,https://www.inaturalist.org/observations/4dd71c79-e837-44c9-be16-5219e3b665b9,high,10.57967/hf/2763,0.986328125,Detected,0.10173191,0.982092864,0.920284698
5605c7bb-f417-4ad2-9746-27c04cdda3b5,iNaturalist,3/27/19,86,2019,36.31652895,-82.32431874,4,Brassicaceae,21075,Mummenhoffia,Mummenhoffia alliacea,species,fruit,33567799,https://www.inaturalist.org/photos/33567799,https://www.inaturalist.org/observations/4dd71c79-e837-44c9-be16-5219e3b665b9,high,10.57967/hf/2763,0.205322266,Not Detected,0.139691578,0.956262754,0.913262159
c995acc6-1d63-4687-8eb1-017292aae40a,iNaturalist,6/10/15,161,2015,52.29824569,35.17192868,4,Rosaceae,20597,Rubus,Rubus allegheniensis,species,flower,62102116,https://www.inaturalist.org/photos/62102116,https://www.inaturalist.org/observations/6aaf4e6b-e123-4a8d-8265-6068ba7dc829,high,10.57967/hf/2763,0.997070313,Detected,0.045006554,0.985815963,0.960722435
d08950b5-bc26-4a70-88de-cdd4f30eb3b5,iNaturalist,6/10/15,161,2015,52.29824569,35.17192868,4,Rosaceae,20597,Rubus,Rubus allegheniensis,species,fruit,62102116,https://www.inaturalist.org/photos/62102116,https://www.inaturalist.org/observations/6aaf4e6b-e123-4a8d-8265-6068ba7dc829,high,10.57967/hf/2763,0.023773193,Not Detected,0.040928291,0.977118558,0.962421712
fd1214b9-8c2b-4c4f-a55d-1177f55465d9,iNaturalist,6/25/21,176,2021,47.57252053,16.02493982,955,Poaceae,11933,Lolium,Lolium perenne,species,flower,138747347,https://www.inaturalist.org/photos/138747347,https://www.inaturalist.org/observations/dc1d3b72-7981-4b27-8839-e1d08dd8c1f8,low,10.57967/hf/2763,0.408935547,Not Detected,0.233470209,0.952880726,0.839101651
0d3bda6a-1692-477a-a2f5-e4634e68b620,iNaturalist,6/25/21,176,2021,47.57252053,16.02493982,955,Poaceae,11933,Lolium,Lolium perenne,species,fruit,138747347,https://www.inaturalist.org/photos/138747347,https://www.inaturalist.org/observations/dc1d3b72-7981-4b27-8839-e1d08dd8c1f8,high,10.57967/hf/2763,0.066711426,Not Detected,0.204391184,0.946597851,0.88150507
f8a85ceb-3a69-4d85-b05c-287943dda9cf,iNaturalist,5/8/21,128,2021,50.0556092,14.451915,NA,Apiaceae,11971,Anthriscus,Anthriscus caucalis,species,flower,127538355,https://www.inaturalist.org/photos/127538355,https://www.inaturalist.org/observations/b024ebba-a2d7-4751-94af-a73dd15a1c48,high,10.57967/hf/2763,0.983398438,Detected,0.134157547,0.968644477,0.895664523
addfcee1-f02d-4166-a3ba-4d2a2f82596a,iNaturalist,5/8/21,128,2021,50.0556092,14.451915,NA,Apiaceae,11971,Anthriscus,Anthriscus caucalis,species,fruit,127538355,https://www.inaturalist.org/photos/127538355,https://www.inaturalist.org/observations/b024ebba-a2d7-4751-94af-a73dd15a1c48,high,10.57967/hf/2763,0.003622055,Not Detected,0.09539721,0.966663589,0.937348592
81359bd5-2421-43b8-bad9-f864604b8bc8,iNaturalist,2/17/14,48,2014,1.293458,103.866867,NA,Fabaceae,54776,Saraca,Saraca indica,species,flower,699950,https://www.inaturalist.org/photos/699950,https://www.inaturalist.org/observations/3fa612ef-6c76-4e11-a8f0-8338a67b21ee,low,10.57967/hf/2763,0.836914063,Not Detected,0.04414342,0.986821498,0.964564773
423bba63-11a3-490c-801a-e2061611626b,iNaturalist,2/17/14,48,2014,1.293458,103.866867,NA,Fabaceae,54776,Saraca,Saraca indica,species,fruit,699950,https://www.inaturalist.org/photos/699950,https://www.inaturalist.org/observations/3fa612ef-6c76-4e11-a8f0-8338a67b21ee,low,10.57967/hf/2763,0.599609375,Detected,0.057835548,0.970043404,0.950836133
91e02f60-afe0-4363-a7d9-4ee882161a96,iNaturalist,12/15/19,349,2019,-33.78034926,-70.07200744,349,Tropaeolaceae,394,Tropaeolum,Tropaeolum polyphyllum,species,flower,58032978,https://www.inaturalist.org/photos/58032978,https://www.inaturalist.org/observations/952a8ce8-f6a6-40b1-bd45-64063252177c,high,10.57967/hf/2763,0.108215332,Not Detected,0.030456853,0.992146597,0.982233503
2c682208-5559-49c0-b5d3-bc76ef732759,iNaturalist,12/15/19,349,2019,-33.78034926,-70.07200744,349,Tropaeolaceae,394,Tropaeolum,Tropaeolum polyphyllum,species,fruit,58032978,https://www.inaturalist.org/photos/58032978,https://www.inaturalist.org/observations/952a8ce8-f6a6-40b1-bd45-64063252177c,high,10.57967/hf/2763,0.049133301,Not Detected,0.012690355,0.989717224,0.984771574
a2cf3695-9136-49c6-a4b9-efda88797ac0,iNaturalist,3/8/20,68,2020,54.95341473,20.47039745,8,Plantaginaceae,17673,Veronica,Veronica persica,species,flower,63088087,https://www.inaturalist.org/photos/63088087,https://www.inaturalist.org/observations/159e6b02-24b2-4a26-bc44-e2c9860bf860,high,10.57967/hf/2763,0.999023438,Detected,0.074633622,0.985630427,0.947037854
f52e514d-8787-4212-9e82-0f6cffcb1f10,iNaturalist,3/8/20,68,2020,54.95341473,20.47039745,8,Plantaginaceae,17673,Veronica,Veronica persica,species,fruit,63088087,https://www.inaturalist.org/photos/63088087,https://www.inaturalist.org/observations/159e6b02-24b2-4a26-bc44-e2c9860bf860,high,10.57967/hf/2763,0.001404762,Not Detected,0.079443218,0.96428791,0.935551406
6e8391ce-b29b-46f1-a623-140de1454c07,iNaturalist,6/16/21,167,2021,38.94905833,-82.51155833,7,Plantaginaceae,17673,Penstemon,Penstemon digitalis,species,flower,137220087,https://www.inaturalist.org/photos/137220087,https://www.inaturalist.org/observations/2fb81b23-75c7-4ffa-9c57-c8123e23ffd1,high,10.57967/hf/2763,0.993652344,Detected,0.074633622,0.985630427,0.947037854
6bd6d8b1-d6b0-4787-bf96-4d0595f68f9e,iNaturalist,6/16/21,167,2021,38.94905833,-82.51155833,7,Plantaginaceae,17673,Penstemon,Penstemon digitalis,species,fruit,137220087,https://www.inaturalist.org/photos/137220087,https://www.inaturalist.org/observations/2fb81b23-75c7-4ffa-9c57-c8123e23ffd1,high,10.57967/hf/2763,0.069641113,Not Detected,0.079443218,0.96428791,0.935551406
07d8d92f-b76a-4956-ba9e-7e8f26f72644,iNaturalist,5/31/21,151,2021,41.32514515,-72.9098057,8,Asteraceae,104342,Sonchus,Sonchus asper,species,flower,132905279,https://www.inaturalist.org/photos/132905279,https://www.inaturalist.org/observations/a332a876-aa96-459c-aa90-3dbff82f6df6,high,10.57967/hf/2763,0.954101563,Detected,0.076009661,0.982813164,0.944087712
a436bfde-2bf5-41f4-ad2e-a54832671d9c,iNaturalist,5/31/21,151,2021,41.32514515,-72.9098057,8,Asteraceae,104342,Sonchus,Sonchus asper,species,fruit,132905279,https://www.inaturalist.org/photos/132905279,https://www.inaturalist.org/observations/a332a876-aa96-459c-aa90-3dbff82f6df6,high,10.57967/hf/2763,0.008125305,Not Detected,0.058126162,0.977909379,0.960054436
e7d70874-e00f-4e05-8257-f17a17e6ba68,iNaturalist,8/29/18,241,2018,40.132425,-123.828746,6,Rosaceae,20597,Rubus,Rubus armeniacus,species,flower,24027794,https://www.inaturalist.org/photos/24027794,https://www.inaturalist.org/observations/5d450c67-5576-4e24-9fc6-115b0a750682,high,10.57967/hf/2763,0.237182617,Not Detected,0.045006554,0.985815963,0.960722435
e4921e55-bc3a-427c-bd4e-1190bc5a1dd0,iNaturalist,8/29/18,241,2018,40.132425,-123.828746,6,Rosaceae,20597,Rubus,Rubus armeniacus,species,fruit,24027794,https://www.inaturalist.org/photos/24027794,https://www.inaturalist.org/observations/5d450c67-5576-4e24-9fc6-115b0a750682,high,10.57967/hf/2763,0.937011719,Detected,0.040928291,0.977118558,0.962421712
2be6f262-9edb-4a94-b3fc-bef5f9c43ced,iNaturalist,6/4/17,155,2017,42.56989319,-87.89310472,27630,Rhamnaceae,3494,Ceanothus,Ceanothus herbaceus,species,flower,14442454,https://www.inaturalist.org/photos/14442454,https://www.inaturalist.org/observations/5752bba2-a01d-4565-b165-30a221d0eb08,low,10.57967/hf/2763,0.404541016,Not Detected,0.087292501,0.971777987,0.915569548
99d02cb6-4876-4d01-8976-d661d501474c,iNaturalist,6/4/17,155,2017,42.56989319,-87.89310472,27630,Rhamnaceae,3494,Ceanothus,Ceanothus herbaceus,species,fruit,14442454,https://www.inaturalist.org/photos/14442454,https://www.inaturalist.org/observations/5752bba2-a01d-4565-b165-30a221d0eb08,high,10.57967/hf/2763,0.001964569,Not Detected,0.046651402,0.976283398,0.956496852
b783cc79-0614-4bb9-abc6-7c67ef55876a,iNaturalist,8/4/21,216,2021,42.96891824,-76.73991854,8,Cucurbitaceae,2845,Echinocystis,Echinocystis lobata,species,flower,148554298,https://www.inaturalist.org/photos/148554298,https://www.inaturalist.org/observations/dd08dc3f-c1f5-4410-80ad-58274bd2ab59,high,10.57967/hf/2763,0.995117188,Detected,0.098769772,0.969188768,0.923374341
6a90fdc7-7c93-4691-ad55-31cb11764380,iNaturalist,8/4/21,216,2021,42.96891824,-76.73991854,8,Cucurbitaceae,2845,Echinocystis,Echinocystis lobata,species,fruit,148554298,https://www.inaturalist.org/photos/148554298,https://www.inaturalist.org/observations/dd08dc3f-c1f5-4410-80ad-58274bd2ab59,high,10.57967/hf/2763,0.0064888,Not Detected,0.083655536,0.9712313,0.946572935
9ebc1015-ed52-4fc9-97f7-51ca29370de8,iNaturalist,3/18/23,77,2023,32.85847963,-17.20718086,13,Euphorbiaceae,8749,Euphorbia,Euphorbia piscatoria,species,flower,261580240,https://www.inaturalist.org/photos/261580240,https://www.inaturalist.org/observations/e6849bfb-22af-4cb3-90cc-04301d936dc5,high,10.57967/hf/2763,0.153320313,Not Detected,0.181049263,0.956175855,0.85324037
